FIPS,Other Christian Denominations_adh,Mainline Protestant_adh,Liturgical/Traditional_adh,Other_adh,Evangelical/Fundamentalist_adh,Judaism_adh,Hinduism_adh,Buddhism_adh,Islam_adh
13173,2.44,2.05,0.0,1.32,25.01,0.0,0.0,0.0,0.0
48403,11.73,1.81,3.12,11.32,50.84,0.0,0.0,0.0,0.0
48399,315.12,31.51,85.71000000000001,203.22000000000003,67.21000000000001,0.0,0.0,0.0,0.0
28155,0.0,0.0,0.0,0.0,62.120000000000005,0.0,0.0,0.0,0.0
19025,178.53000000000003,47.93,48.510000000000005,113.19000000000001,0.6,0.0,0.0,0.0,0.0
8125,155.62,14.969999999999999,41.849999999999994,104.66,16.66,0.0,0.0,0.0,0.0
27063,191.73,77.59,52.29,122.00999999999999,0.0,0.0,0.0,0.0,0.0
28015,1.2,14.89,0.0,2.7,48.87,0.0,0.0,0.0,0.0
48357,248.14999999999998,22.47,67.41,175.66,37.870000000000005,0.0,0.0,0.0,0.0
22065,14.850000000000001,11.11,4.050000000000001,9.450000000000001,35.09,0.0,0.0,0.0,0.0
5105,63.24,7.42,16.86,39.34,43.5,0.0,0.0,0.0,0.0
19069,101.81,48.73,27.69,66.11,6.17,0.0,0.0,0.0,0.0
29111,27.330000000000005,2.14,6.42,16.48,31.729999999999997,0.0,0.0,0.0,0.0
19107,147.45,12.99,38.97,95.12,0.0,0.0,0.0,0.0,0.0
20117,420.19000000000005,52.620000000000005,114.12,270.76,38.1,0.0,0.0,0.0,0.0
2180,56.900000000000006,42.260000000000005,18.54,35.58,5.62,0.0,0.0,0.0,0.0
31089,438.2,46.800000000000004,119.16,287.41999999999996,13.07,0.0,0.0,0.0,0.0
40085,88.0,8.0,24.0,59.15,70.46000000000001,0.0,0.0,0.0,0.0
29089,53.13,10.19,14.49,43.46,9.06,0.0,0.0,0.0,0.0
26001,36.43000000000001,11.86,9.870000000000001,28.830000000000002,0.0,0.0,0.0,0.0,0.0
5109,21.7,1.47,4.41,12.549999999999999,110.08999999999999,0.0,0.0,0.0,0.0
5017,36.769999999999996,11.59,9.36,27.82,50.86,0.0,0.0,0.0,0.0
48077,19.14,1.74,5.22,21.48,64.31,0.0,0.0,0.0,0.0
46019,102.75999999999999,24.0,27.27,81.79,12.42,0.0,0.0,0.0,0.0
40069,0.0,0.0,0.0,0.0,66.42,0.0,0.0,0.0,0.0
20131,460.90000000000003,44.02,123.93,301.92,4.76,0.0,0.0,0.0,0.0
46109,127.44999999999999,77.58999999999999,34.53,81.6,6.669999999999999,0.0,0.0,0.0,0.0
28103,19.369999999999997,7.37,2.64,7.8100000000000005,20.96,0.0,0.0,0.0,0.0
21169,6.869999999999999,6.26,1.7399999999999998,6.98,77.96000000000001,0.0,0.0,0.0,0.0
1085,1.18,22.64,0.0,1.45,42.66,0.0,0.0,0.0,0.0
19137,60.099999999999994,36.699999999999996,15.419999999999998,36.95,4.26,0.0,0.0,0.0,0.0
29173,25.519999999999996,2.32,6.959999999999999,16.24,21.34,0.0,0.0,0.0,0.0
37029,5.79,3.71,0.0,4.64,64.75,0.0,0.0,0.0,0.0
1011,13.96,16.17,3.0300000000000002,9.0,24.98,0.0,0.0,0.0,0.0
48159,83.39999999999999,9.09,22.56,57.08,41.42,0.0,0.0,0.0,0.0
1037,2.06,1.68,0.0,10.59,32.489999999999995,0.0,0.0,0.0,0.0
17035,103.07,10.1,28.11,65.59,18.28,0.0,0.0,0.0,0.0
30009,58.309999999999995,20.259999999999998,15.54,37.69,3.5199999999999996,0.0,0.0,0.0,0.0
37073,0.0,11.58,0.0,0.0,42.279999999999994,0.0,0.0,0.0,0.0
16087,227.8,25.4,61.38,148.93,17.05,0.0,0.0,0.0,0.0
21131,0.0,0.0,0.0,1.43,38.32,0.0,0.0,0.0,0.0
18025,24.590000000000003,2.18,6.540000000000001,18.11,13.2,0.0,0.0,0.0,0.0
5011,43.42,9.44,9.66,25.86,81.54,0.0,0.0,0.0,0.0
31041,177.84,29.459999999999997,47.94,116.13,13.0,0.0,0.0,0.0,0.0
38099,427.02000000000004,103.04,115.80000000000001,270.20000000000005,2.13,0.0,0.0,0.0,0.0
19131,180.75,66.86,47.76,113.32999999999998,0.0,0.0,0.0,0.0,0.0
29017,124.74,14.899999999999999,34.019999999999996,82.22,23.169999999999998,0.0,0.0,0.0,0.0
31037,567.8199999999999,60.559999999999995,154.85999999999999,361.34,0.0,0.0,0.0,0.0,0.0
51057,71.33,54.150000000000006,18.15,45.65,20.62,0.0,0.0,0.0,0.0
1131,1.9900000000000002,12.8,0.24,7.920000000000001,30.84,0.0,0.0,0.0,0.0
19077,145.63,13.05,39.150000000000006,95.59,3.5999999999999996,0.0,0.0,0.0,0.0
51119,52.4,18.28,13.89,35.7,15.11,0.0,0.0,0.0,0.0
19189,73.7,117.24000000000001,20.1,46.900000000000006,0.0,0.0,0.0,0.0,0.0
29181,19.0,1.69,5.07,19.04,36.77,0.0,0.0,0.0,0.0
31145,193.35000000000002,34.550000000000004,52.17,121.73,19.439999999999998,0.0,0.0,0.0,0.0
13109,51.03999999999999,4.64,13.919999999999998,32.48,34.55,0.0,0.0,0.0,0.0
30085,124.8,27.130000000000003,33.78,79.75,11.700000000000001,0.0,0.0,0.0,0.0
19081,145.85999999999999,44.95,39.78,98.38,8.040000000000001,0.0,0.0,0.0,0.0
21041,79.2,8.76,21.6,54.56,23.599999999999998,0.0,0.0,0.0,0.0
40127,10.54,4.9399999999999995,1.9500000000000002,6.4,83.6,0.0,0.0,0.0,0.0
51183,5.39,7.34,1.23,7.51,9.8,0.0,0.0,0.0,0.0
26097,124.30000000000001,24.96,33.45,95.59,2.07,0.0,0.0,0.0,0.0
19115,53.67999999999999,5.72,14.64,38.13,5.04,0.0,0.0,0.0,0.0
31013,252.14999999999998,42.26,68.19,160.49,10.81,0.0,0.0,0.0,0.0
38003,164.67000000000002,89.28,44.910000000000004,106.17000000000002,14.46,0.0,0.0,0.0,0.0
13099,9.469999999999999,11.350000000000003,2.07,4.83,37.57,0.0,0.0,0.0,0.0
53043,25.71,18.54,6.6899999999999995,30.689999999999998,4.86,0.0,0.0,0.0,0.0
37005,116.64000000000001,18.56,31.5,81.77,21.24,0.0,0.0,0.0,0.0
27075,134.10999999999999,59.53,36.3,84.69999999999999,4.5600000000000005,0.0,0.0,0.0,0.0
51103,100.99000000000001,90.00999999999999,27.450000000000003,73.67,31.59,0.0,0.0,0.0,0.0
22091,2.75,19.34,0.0,0.0,48.16,0.0,0.0,0.0,0.0
40103,48.93000000000001,10.419999999999998,12.84,32.16,52.33,0.0,0.0,0.0,0.0
40149,33.0,6.66,9.0,26.03,70.10000000000001,0.0,0.0,0.0,0.0
29223,11.0,1.1500000000000001,3.0,7.91,34.09,0.0,0.0,0.0,0.0
13191,32.12,40.400000000000006,8.76,27.0,9.73,0.0,0.0,0.0,0.0
54023,30.17,3.98,7.5600000000000005,22.200000000000003,13.979999999999999,0.0,0.0,0.0,0.0
13043,17.490000000000002,1.27,3.81,10.98,24.060000000000002,0.0,0.0,0.0,0.0
37187,32.82,14.760000000000002,8.459999999999999,29.560000000000002,36.17,0.0,0.0,0.0,0.0
29063,22.36,1.81,5.43,12.67,25.76,0.0,0.0,0.0,0.0
2185,14.22,42.22,3.81,9.25,4.0200000000000005,0.0,0.0,0.0,0.0
46079,151.14000000000001,65.42,41.22,102.14999999999999,1.8900000000000001,0.0,0.0,0.0,0.0
37043,94.6,37.46000000000001,25.799999999999997,60.83,58.81999999999999,0.0,0.0,0.0,0.0
21087,5.7,8.46,1.32,3.08,72.94,0.0,0.0,0.0,0.0
13005,11.110000000000001,0.9,2.7,7.47,42.04,0.0,0.0,0.0,0.0
13093,0.0,4.75,0.0,3.03,32.94,0.0,0.0,0.0,0.0
27165,276.87,86.54,75.21000000000001,178.78,2.5999999999999996,0.0,0.0,0.0,0.0
21187,20.990000000000002,1.77,5.3100000000000005,12.39,45.64,0.0,0.0,0.0,0.0
21159,0.0,0.0,0.0,2.04,42.16,0.0,0.0,0.0,0.0
27121,136.26000000000002,87.41,36.96,86.24000000000001,3.33,0.0,0.0,0.0,0.0
40107,2.9099999999999997,3.6500000000000004,0.66,1.54,43.64,0.0,0.0,0.0,0.0
28065,26.339999999999996,11.85,6.09,18.45,44.2,0.0,0.0,0.0,0.0
29139,94.38,9.8,25.740000000000002,62.71,16.9,0.0,0.0,0.0,0.0
48297,287.89,30.389999999999997,78.30000000000001,187.29000000000002,42.98,0.0,0.0,0.0,0.0
21171,14.760000000000002,0.66,1.98,6.120000000000001,144.04,0.0,0.0,0.0,0.0
17185,124.30000000000001,17.990000000000002,33.900000000000006,82.27000000000001,35.66,0.0,0.0,0.0,0.0
48031,191.98999999999998,37.13,51.449999999999996,126.19999999999999,17.11,0.0,0.0,0.0,0.0
51081,0.67,0.0,0.0,4.39,17.82,0.0,0.0,0.0,0.0
5041,13.57,2.96,2.94,11.42,54.900000000000006,0.0,0.0,0.0,0.0
13149,1.14,0.0,0.0,0.0,41.34,0.0,0.0,0.0,0.0
47039,7.4399999999999995,2.9699999999999998,1.32,9.200000000000001,75.89,0.0,0.0,0.0,0.0
30027,90.52,29.79,24.14,59.78999999999999,15.189999999999998,0.0,0.0,0.0,0.0
30083,117.78999999999999,41.32000000000001,32.07,74.83,11.97,0.0,0.0,0.0,0.0
28111,0.0,0.39,0.0,0.0,51.19,0.0,0.0,0.0,0.0
27033,80.0,52.61000000000001,21.63,56.63000000000001,4.5600000000000005,0.0,0.0,0.0,0.0
56003,23.76,11.14,6.48,20.59,2.02,0.0,0.0,0.0,0.0
51037,5.3100000000000005,0.0,0.0,2.6,26.14,0.0,0.0,0.0,1.66
8105,199.49,19.779999999999998,53.07000000000001,130.07,30.980000000000004,0.0,0.0,0.0,0.0
40061,12.75,1.04,3.12,13.940000000000001,83.08000000000001,0.0,0.0,0.0,0.0
35051,221.88,29.150000000000002,60.0,140.0,17.66,0.0,0.0,0.0,0.0
29067,17.990000000000002,1.54,4.62,12.77,66.34,0.0,0.0,0.0,0.0
48387,38.75,4.05,9.75,28.36,41.55,0.0,0.0,0.0,0.0
1035,1.14,3.62,0.0,3.88,48.62,0.0,0.0,0.0,0.0
38071,232.87,57.54,63.510000000000005,148.19,6.27,0.0,0.0,0.0,0.0
47169,0.53,2.6700000000000004,0.0,3.44,25.770000000000003,0.0,0.0,0.0,0.0
47087,0.2,0.0,0.0,0.86,130.09,0.0,0.0,0.0,0.0
16081,28.630000000000003,2.58,7.74,18.060000000000002,0.52,0.0,0.0,0.0,0.0
26071,174.34,38.709999999999994,47.13,112.55000000000001,3.4800000000000004,0.0,0.0,0.0,0.0
21153,4.29,0.39,1.17,16.57,19.47,0.0,0.0,0.0,0.0
29011,23.259999999999998,2.19,4.47,16.45,34.72,0.0,0.0,0.0,0.0
48475,263.36,23.69,71.07000000000001,167.55,53.06,0.0,0.0,0.0,0.0
19035,198.33,38.59,54.09,126.21000000000001,1.2000000000000002,0.0,0.0,0.0,0.0
17123,89.97999999999999,21.9,24.54,62.46,2.32,0.0,0.0,0.0,0.0
16085,129.75,20.18,35.07,102.99000000000001,6.6499999999999995,0.0,0.0,0.0,0.0
19165,337.35,39.88999999999999,91.98,220.14999999999998,12.8,0.0,0.0,0.0,0.0
49023,1.65,0.15,0.44999999999999996,1.0499999999999998,0.0,0.0,0.0,0.0,0.0
20115,59.67,5.720000000000001,15.48,37.39,10.379999999999999,0.0,0.0,0.0,0.0
48445,201.19,18.21,54.63,130.68,73.28999999999999,0.0,0.0,0.0,0.0
51133,2.69,44.2,0.0,5.15,11.29,0.0,0.0,0.0,0.0
30017,183.32,18.529999999999998,49.59,125.23,5.61,0.0,0.0,0.0,0.0
29115,89.5,7.89,23.669999999999998,56.239999999999995,43.66,0.0,0.0,0.0,0.0
16073,175.94,15.88,47.64,111.66000000000001,3.96,0.0,0.0,0.0,0.0
19119,84.48,93.75999999999999,21.12,52.629999999999995,0.63,0.0,0.0,0.0,0.0
51111,0.85,19.46,0.0,2.35,15.989999999999998,0.0,0.0,0.0,0.0
54089,30.79,4.9399999999999995,7.83,20.229999999999997,18.380000000000003,0.0,0.0,0.0,0.0
48343,84.88,9.53,22.53,137.76,83.06,0.0,0.0,0.0,0.0
17061,121.88,11.08,33.24,81.82,15.71,0.0,0.0,0.0,0.0
8099,137.97,13.930000000000003,36.72,90.68,18.31,0.0,0.0,0.0,0.0
19037,332.33,85.46,89.55000000000001,208.95000000000002,0.0,0.0,0.0,0.0,0.0
28077,1.7600000000000002,0.16,0.48,1.54,54.330000000000005,0.0,0.0,0.0,0.0
5081,11.96,7.789999999999999,2.58,19.659999999999997,69.61,0.0,0.0,0.0,0.0
21229,316.05,29.27,85.92,204.64,46.18,0.0,0.0,0.0,0.0
53059,38.14,4.870000000000001,9.75,27.15,7.09,0.0,0.0,0.0,0.0
16021,96.16,10.69,22.77,57.28,14.08,0.0,0.0,0.0,0.0
27071,175.95999999999998,60.870000000000005,47.28,111.97,3.9,0.0,0.0,0.0,0.0
5049,2.73,0.6,0.0,0.0,87.07,0.0,0.0,0.0,0.0
13193,20.78,12.62,2.73,10.18,26.48,0.0,0.0,0.0,0.0
30043,77.37,6.6899999999999995,19.950000000000003,48.2,10.08,0.0,0.0,0.0,0.0
26085,154.88,15.280000000000001,40.89,102.60000000000001,13.600000000000001,0.0,0.0,0.0,0.0
18009,29.63,6.41,7.89,27.159999999999997,12.959999999999999,0.0,0.0,0.0,0.0
12043,65.12,6.55,17.759999999999998,78.55000000000001,12.76,0.0,0.0,0.0,0.0
21061,14.350000000000001,2.6500000000000004,4.34,9.5,137.43,0.0,0.0,0.0,0.0
13079,0.0,4.84,0.0,3.63,7.1,0.0,0.0,0.0,0.0
19175,128.25,16.349999999999998,33.87,81.16999999999999,4.2,0.0,0.0,0.0,0.0
48379,63.66,4.92,14.76,36.91,37.07000000000001,0.0,0.0,0.0,0.0
41049,169.1,26.78,45.78,110.76,5.330000000000001,0.0,0.0,0.0,0.0
38079,707.49,87.75999999999999,192.57,450.56,2.0999999999999996,0.0,0.0,0.0,0.0
48351,15.13,4.96,3.69,11.88,42.5,0.0,0.0,0.0,0.0
21219,30.629999999999995,4.4399999999999995,6.09,14.209999999999999,80.75999999999999,0.0,0.0,0.0,0.0
18125,19.14,3.66,5.22,15.45,14.610000000000001,0.0,0.0,0.0,0.0
37137,17.93,22.64,4.89,19.389999999999997,6.17,0.0,0.0,0.0,0.0
51131,68.37,43.010000000000005,17.490000000000002,43.25,12.91,0.0,0.0,0.0,0.0
49029,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0
17129,149.93,13.63,40.89,95.41,16.85,0.0,0.0,0.0,0.0
19007,59.879999999999995,7.08,15.54,36.26,14.449999999999998,0.0,0.0,0.0,0.0
19075,74.69,45.800000000000004,20.04,46.76,2.46,0.0,0.0,0.0,0.0
1119,7.38,7.43,1.23,9.92,24.099999999999998,0.0,0.0,0.0,0.0
5137,11.8,0.78,2.34,8.05,46.54,0.0,0.0,0.0,0.0
21031,9.82,1.65,2.43,15.370000000000001,83.52000000000001,0.0,0.0,0.0,0.0
54063,3.3899999999999997,2.99,0.0,2.91,4.86,0.0,0.0,0.0,0.0
35007,304.8,36.27,82.77,193.13,19.77,0.0,0.0,0.0,0.0
30089,50.34,7.46,11.94,31.810000000000002,7.960000000000001,0.0,0.0,0.0,0.0
54007,24.169999999999998,2.09,6.27,21.86,4.11,0.0,0.0,0.0,0.0
12037,29.759999999999998,24.17,7.709999999999999,41.6,12.280000000000001,0.0,0.0,0.0,0.0
48115,241.81,21.79,65.37,154.3,65.08,0.0,0.0,0.0,0.0
51735,0.0,0.0,0.0,0.0,13.149999999999999,0.0,0.0,0.0,0.0
48063,184.58,30.189999999999998,50.34,119.06,54.09,0.0,0.0,0.0,0.0
13271,14.28,7.34,4.4399999999999995,11.25,16.46,0.0,0.0,0.0,0.0
28161,1.97,6.3,0.0,0.8,110.85999999999999,0.0,0.0,0.0,0.0
13281,2.32,0.0,0.0,8.16,29.279999999999998,0.0,0.0,0.0,0.0
56015,126.41999999999999,24.97,33.96,80.28,4.15,0.0,0.0,0.0,0.0
18131,88.41999999999999,9.39,23.13,62.36,16.020000000000003,0.0,0.0,0.0,0.0
13049,17.6,1.6,4.800000000000001,11.200000000000001,21.21,0.0,0.0,0.0,0.0
20001,76.49,15.790000000000001,20.759999999999998,52.42999999999999,15.24,0.0,0.0,0.0,0.0
29133,26.410000000000004,3.71,6.300000000000001,19.47,42.19,0.0,0.0,0.0,0.0
47101,18.71,1.8400000000000003,4.86,16.900000000000002,89.97,0.0,0.0,0.0,0.0
13023,0.0,8.66,0.0,1.99,37.89,0.0,0.0,0.0,0.0
27023,124.19,117.09000000000002,33.87,82.21,4.76,0.0,0.0,0.0,0.0
29123,27.97,2.3,6.8999999999999995,32.73,41.46,0.0,0.0,0.0,0.0
21033,20.4,8.02,5.16,14.81,78.58999999999999,0.0,0.0,0.0,0.0
1023,6.7,10.33,1.53,5.1499999999999995,59.970000000000006,0.0,0.0,0.0,0.0
28135,5.24,11.239999999999998,0.48,1.12,57.89,0.0,0.0,0.0,0.0
28005,4.140000000000001,3.84,0.8400000000000001,5.1,40.06,0.0,0.0,0.0,0.0
21011,7.7299999999999995,0.17,0.51,7.069999999999999,18.34,0.0,0.0,0.0,0.0
47121,2.02,0.0,0.0,8.23,34.43,0.0,0.0,0.0,0.0
5061,24.61,5.08,6.33,20.560000000000002,94.97,0.0,0.0,0.0,0.0
39163,15.71,1.94,3.87,10.91,9.12,0.0,0.0,0.0,0.0
48487,62.419999999999995,8.79,16.62,41.730000000000004,89.22,0.0,0.0,0.0,0.0
5079,2.58,0.15,0.44999999999999996,5.530000000000001,43.58,0.0,0.0,0.0,0.0
19197,115.23,36.449999999999996,31.17,75.36,6.3100000000000005,0.0,0.0,0.0,0.0
21109,4.590000000000001,5.75,0.96,4.56,25.91,0.0,0.0,0.0,0.0
49027,17.630000000000003,1.54,4.62,13.71,1.1099999999999999,0.0,0.0,0.0,0.0
22013,16.94,6.93,4.62,21.56,59.09,0.0,0.0,0.0,0.0
26141,114.97999999999999,18.54,30.72,77.77,6.39,0.0,0.0,0.0,0.0
26039,30.949999999999996,13.399999999999999,8.28,23.25,3.9000000000000004,0.0,0.0,0.0,0.0
37143,1.25,16.0,0.0,6.15,15.959999999999999,0.0,0.0,0.0,0.0
21233,35.15,7.18,9.209999999999999,21.949999999999996,55.51,0.0,0.0,0.0,0.0
17017,199.08999999999997,35.16,53.699999999999996,125.29999999999998,21.72,0.0,0.0,0.0,0.0
48279,278.40999999999997,25.67,75.63,179.23,64.38999999999999,0.0,0.0,0.0,0.0
21135,5.4799999999999995,0.41,1.23,2.87,17.540000000000003,0.0,0.0,0.0,0.0
17125,7.59,4.59,2.07,8.19,12.36,0.0,0.0,0.0,0.0
2150,85.58000000000001,15.61,52.84,63.83,11.559999999999999,0.0,0.0,0.0,0.0
30003,231.58,23.950000000000003,62.46,148.59,7.839999999999999,0.0,0.0,0.0,0.0
19029,119.27999999999999,23.47,32.37,76.28999999999999,6.32,0.0,0.0,0.0,0.0
21197,4.29,0.97,1.17,2.73,31.9,0.0,0.0,1.52,0.0
16079,60.099999999999994,10.51,15.48,36.879999999999995,6.370000000000001,0.0,0.0,0.0,0.0
1041,0.94,1.58,0.0,1.52,87.14000000000001,0.0,0.0,0.0,0.0
6051,96.25,8.75,26.25,62.39,0.43,0.0,0.0,0.0,0.0
20085,47.300000000000004,5.0600000000000005,12.690000000000001,29.610000000000003,5.16,0.0,0.0,0.0,0.0
51007,53.790000000000006,13.030000000000001,13.74,36.96,12.54,0.0,0.0,0.0,0.0
28013,39.489999999999995,11.46,10.77,26.86,65.86,0.0,0.0,0.0,0.0
29151,513.5899999999999,47.82,140.07,328.34,12.34,0.0,0.0,0.0,0.0
17025,107.46000000000001,9.71,29.130000000000003,88.59,34.900000000000006,0.0,0.0,0.0,0.0
8081,135.19,18.830000000000002,37.43,86.96,9.059999999999999,0.0,0.0,0.0,0.0
17087,13.989999999999998,1.8,3.54,8.26,21.98,0.0,0.0,0.0,0.0
45009,3.13,5.800000000000001,0.0,6.99,28.89,0.0,0.0,0.0,0.0
55011,148.75,61.26000000000001,40.32,94.46000000000001,3.12,0.0,0.0,0.0,0.0
8007,77.74000000000001,22.14,20.4,54.04,5.79,0.0,0.0,0.0,0.0
40063,3.1899999999999995,0.8099999999999999,0.8699999999999999,2.4799999999999995,59.900000000000006,0.0,0.0,0.0,0.0
39111,20.33,7.4,4.38,14.029999999999998,94.22,0.0,0.0,0.0,0.0
16043,142.01000000000002,12.82,38.46,91.23,2.21,0.0,0.0,0.0,0.0
53051,98.61000000000001,13.0,25.71,71.78,4.7299999999999995,0.0,0.0,0.0,0.0
48313,178.42000000000002,18.220000000000006,48.03,115.41,72.82000000000001,0.0,0.0,0.0,0.0
51690,138.91,15.36,37.11,131.89999999999998,20.05,0.0,0.0,0.0,0.0
47061,2.42,14.57,0.0,8.87,32.7,0.0,0.0,0.0,0.0
28041,1.98,1.5,0.54,1.26,29.81,0.0,0.0,0.0,0.0
17053,116.46,22.869999999999997,31.56,84.64999999999999,10.59,0.0,0.0,0.0,0.0
5065,7.2299999999999995,8.14,1.7399999999999998,4.43,57.519999999999996,0.0,0.0,0.0,0.0
48093,94.49,9.530000000000001,25.77,62.629999999999995,65.03999999999999,0.0,0.0,0.0,0.0
48455,49.61,7.18,13.53,39.949999999999996,43.959999999999994,0.0,0.0,0.0,0.0
12013,17.3,2.42,3.96,10.190000000000001,25.5,0.0,0.0,0.0,0.0
47161,18.15,2.9899999999999998,4.949999999999999,13.009999999999998,50.97,0.0,0.0,0.0,0.0
21225,200.34000000000003,23.81,54.300000000000004,129.63000000000002,62.84,0.0,0.0,0.0,0.0
46102,82.83,107.75999999999999,22.59,54.900000000000006,3.69,0.0,0.0,0.0,0.0
37041,107.18,59.33,28.889999999999993,119.85,34.44,0.0,0.0,0.0,0.0
48059,19.91,1.81,5.43,19.67,74.77,0.0,0.0,0.0,0.0
21025,3.86,0.23,0.6900000000000001,4.53,5.699999999999999,0.0,0.0,0.0,0.0
21175,4.83,0.34,1.02,12.169999999999998,15.84,0.0,0.0,0.0,0.0
56009,73.33,26.32,19.740000000000002,50.28,8.629999999999999,0.0,0.0,0.0,0.0
22127,46.86,6.24,12.78,32.22,76.59,0.0,0.0,0.0,0.0
17189,165.88,29.130000000000003,45.24,107.00999999999999,4.890000000000001,0.0,0.0,0.0,0.0
30035,686.0699999999999,66.05,187.10999999999999,444.61,6.2700000000000005,0.0,0.0,0.0,0.0
39115,10.79,1.62,2.16,9.389999999999999,24.02,0.0,0.0,0.0,0.0
18111,97.24,12.51,26.52,62.17,5.550000000000001,0.0,0.0,0.0,0.0
51113,29.05,16.55,7.23,28.46,8.35,0.0,0.0,0.0,0.0
17193,23.77,4.07,6.27,36.25,40.89,0.0,0.0,0.0,0.0
28147,15.540000000000001,1.08,3.24,9.290000000000001,69.18,0.0,0.0,0.0,0.0
48505,606.76,54.98,164.94,386.44,6.25,0.0,0.0,0.0,0.0
40099,56.72,5.0,15.0,45.79,33.269999999999996,0.0,0.0,0.0,0.0
47033,51.82,6.05,13.74,32.06,108.38,0.0,0.0,0.0,0.0
27043,248.44000000000003,78.60000000000001,67.44,158.07999999999998,6.57,0.0,0.0,0.0,0.0
2130,104.79,17.810000000000002,27.96,69.53999999999999,14.709999999999999,0.0,0.0,0.0,0.0
1075,2.56,3.38,0.0,11.67,108.29,0.0,0.0,0.0,0.0
27113,115.64,97.03999999999999,30.990000000000002,74.6,1.66,0.0,0.0,0.0,0.0
12047,7.36,3.0700000000000003,1.62,4.35,26.119999999999997,0.0,0.0,0.0,0.0
54087,21.169999999999998,1.7,5.1,14.82,4.32,0.0,0.0,0.0,0.0
55099,308.55,40.059999999999995,83.78999999999999,203.62,3.21,0.0,0.0,0.0,0.0
19005,271.05999999999995,66.63,72.99,170.31,0.0,0.0,0.0,3.73,0.0
21221,32.07,2.31,6.93,19.16,63.849999999999994,0.0,0.0,0.0,0.0
27159,137.84,35.910000000000004,36.72,87.22,13.22,0.0,0.0,0.0,0.0
13251,12.190000000000001,5.63,2.67,12.489999999999998,33.52,0.0,0.0,0.0,0.0
40035,21.65,8.03,5.699999999999999,20.81,53.38,0.0,0.0,0.0,0.0
39121,97.00999999999999,10.52,25.619999999999997,59.779999999999994,29.509999999999998,0.0,0.0,0.0,0.0
37173,56.269999999999996,5.09,15.27,47.31999999999999,20.380000000000003,0.0,0.0,0.0,0.0
45017,1.86,20.04,0.0,5.6,5.28,0.0,0.0,0.0,0.0
51051,4.17,2.77,0.9299999999999999,7.249999999999999,11.829999999999998,0.0,0.0,0.0,0.0
31185,104.63,21.65,28.380000000000003,69.05000000000001,24.520000000000003,0.0,0.0,0.0,0.0
40005,10.09,1.5499999999999998,2.55,16.06,75.42,0.0,0.0,0.0,0.0
21065,5.92,1.2,1.26,4.0,35.54,0.0,0.0,0.0,0.0
17127,10.57,12.0,2.64,8.42,65.53,0.0,0.0,0.0,0.0
22027,18.519999999999996,10.1,4.2299999999999995,23.07,53.11,0.0,0.0,0.0,0.0
19141,129.53,70.33,35.19,82.74000000000001,2.6399999999999997,0.0,0.0,0.0,0.0
29039,76.50000000000001,6.65,19.950000000000003,51.7,32.94,0.0,0.0,0.0,0.0
55107,158.26,18.75,41.94,101.53,6.88,0.0,0.0,0.0,0.0
12045,42.96,19.74,11.25,60.78,39.91,0.0,0.0,0.0,0.0
16041,32.0,2.83,8.49,21.22,0.0,0.0,0.0,0.0,0.0
40023,22.970000000000002,3.75,6.12,17.8,63.95,0.0,0.0,0.0,0.0
28129,0.8300000000000001,2.51,0.0,2.04,36.54,0.0,0.0,0.0,0.0
1027,14.67,1.75,3.66,9.94,73.01,0.0,0.0,0.0,0.0
21119,0.9,0.0,0.0,1.89,21.619999999999997,0.0,0.0,0.0,0.0
25019,249.91,69.6,67.74,159.27999999999997,0.0,0.0,0.0,0.0,0.0
31151,172.59,34.669999999999995,47.07,112.56,3.75,0.0,0.0,0.0,0.0
54031,31.26,5.959999999999999,4.9799999999999995,20.01,17.740000000000002,0.0,0.0,0.0,0.0
19023,31.439999999999998,70.22999999999999,8.52,19.88,0.68,0.0,0.0,0.0,0.0
20011,61.43000000000001,5.58,15.450000000000001,46.050000000000004,35.339999999999996,0.0,0.0,0.0,0.0
26053,172.17000000000002,32.989999999999995,46.71,110.6,1.2,0.0,0.0,0.0,0.0
29065,24.83,2.7499999999999996,6.33,16.78,48.28,0.0,0.0,0.0,0.0
54103,75.81,12.240000000000002,20.52,49.75,71.11,0.0,0.0,0.0,0.0
39067,30.430000000000003,4.73,7.050000000000001,16.450000000000003,10.3,0.0,0.0,0.0,0.0
19129,84.59,15.270000000000001,23.07,53.83,1.35,0.0,0.0,0.0,0.0
47015,2.94,0.0,0.0,1.38,108.41,0.0,0.0,0.0,0.0
12065,22.07,26.42,5.1,30.509999999999998,44.36,0.0,0.0,0.0,0.0
49037,8.8,16.66,2.4000000000000004,6.630000000000001,3.2300000000000004,0.0,0.0,0.0,0.0
17139,132.66,16.34,33.24,102.69,11.92,0.0,0.0,0.0,0.0
56007,137.04,28.119999999999997,36.78,89.47,12.25,0.0,0.0,0.0,0.0
5021,15.809999999999999,1.25,3.75,11.7,70.03,0.0,0.0,0.0,0.0
8071,195.82999999999998,20.020000000000003,53.04,127.1,6.17,0.0,0.0,0.0,0.0
42057,17.480000000000004,3.18,4.050000000000001,18.59,7.5600000000000005,0.0,0.0,0.0,0.0
29117,81.42,9.7,22.080000000000002,52.89,54.33,0.0,0.0,0.0,0.0
19085,156.09,22.82,42.57,99.33,7.869999999999999,0.0,0.0,0.0,0.0
