FIPS,POP2020,Other Christian Denominations_adh,Mainline Protestant_adh,Liturgical/Traditional_adh,Other_adh,Evangelical/Fundamentalist_adh,Judaism_adh,Hinduism_adh,Buddhism_adh,Islam_adh
13271,12477,14.28,7.34,4.4399999999999995,11.25,16.46,0.0,0.0,0.0,0.0
28161,12481,1.97,6.3,0.0,0.8,110.85999999999999,0.0,0.0,0.0,0.0
13281,12493,2.32,0.0,0.0,8.16,29.279999999999998,0.0,0.0,0.0,0.0
56015,12498,126.41999999999999,24.97,33.96,80.28,4.15,0.0,0.0,0.0,0.0
18131,12514,88.41999999999999,9.39,23.13,62.36,16.020000000000003,0.0,0.0,0.0,0.0
13049,12518,17.6,1.6,4.800000000000001,11.200000000000001,21.21,0.0,0.0,0.0,0.0
20001,12526,76.49,15.790000000000001,20.759999999999998,52.42999999999999,15.24,0.0,0.0,0.0,0.0
29133,12577,26.410000000000004,3.71,6.300000000000001,19.47,42.19,0.0,0.0,0.0,0.0
47101,12582,18.71,1.8400000000000003,4.86,16.900000000000002,89.97,0.0,0.0,0.0,0.0
13023,12583,0.0,8.66,0.0,1.99,37.89,0.0,0.0,0.0,0.0
27023,12598,124.19,117.09000000000002,33.87,82.21,4.76,0.0,0.0,0.0,0.0
29123,12626,27.97,2.3,6.8999999999999995,32.73,41.46,0.0,0.0,0.0,0.0
21033,12649,20.4,8.02,5.16,14.81,78.58999999999999,0.0,0.0,0.0,0.0
1023,12665,6.7,10.33,1.53,5.1499999999999995,59.970000000000006,0.0,0.0,0.0,0.0
28135,12715,5.24,11.239999999999998,0.48,1.12,57.89,0.0,0.0,0.0,0.0
28005,12720,4.140000000000001,3.84,0.8400000000000001,5.1,40.06,0.0,0.0,0.0,0.0
21011,12750,7.7299999999999995,0.17,0.51,7.069999999999999,18.34,0.0,0.0,0.0,0.0
47121,12758,2.02,0.0,0.0,8.23,34.43,0.0,0.0,0.0,0.0
5061,12785,24.61,5.08,6.33,20.560000000000002,94.97,0.0,0.0,0.0,0.0
39163,12800,15.71,1.94,3.87,10.91,9.12,0.0,0.0,0.0,0.0
48487,12887,62.419999999999995,8.79,16.62,41.730000000000004,89.22,0.0,0.0,0.0,0.0
5079,12941,2.58,0.15,0.44999999999999996,5.530000000000001,43.58,0.0,0.0,0.0,0.0
19197,12943,115.23,36.449999999999996,31.17,75.36,6.3100000000000005,0.0,0.0,0.0,0.0
21109,12955,4.590000000000001,5.75,0.96,4.56,25.91,0.0,0.0,0.0,0.0
49027,12975,17.630000000000003,1.54,4.62,13.71,1.1099999999999999,0.0,0.0,0.0,0.0
22013,12981,16.94,6.93,4.62,21.56,59.09,0.0,0.0,0.0,0.0
26141,12982,114.97999999999999,18.54,30.72,77.77,6.39,0.0,0.0,0.0,0.0
26039,12988,30.949999999999996,13.399999999999999,8.28,23.25,3.9000000000000004,0.0,0.0,0.0,0.0
37143,13005,1.25,16.0,0.0,6.15,15.959999999999999,0.0,0.0,0.0,0.0
21233,13017,35.15,7.18,9.209999999999999,21.949999999999996,55.51,0.0,0.0,0.0,0.0
17017,13042,199.08999999999997,35.16,53.699999999999996,125.29999999999998,21.72,0.0,0.0,0.0,0.0
48279,13045,278.40999999999997,25.67,75.63,179.23,64.38999999999999,0.0,0.0,0.0,0.0
21135,13080,5.4799999999999995,0.41,1.23,2.87,17.540000000000003,0.0,0.0,0.0,0.0
17125,13086,7.59,4.59,2.07,8.19,12.36,0.0,0.0,0.0,0.0
2150,13101,85.58000000000001,15.61,52.84,63.83,11.559999999999999,0.0,0.0,0.0,0.0
30003,13124,231.58,23.950000000000003,62.46,148.59,7.839999999999999,0.0,0.0,0.0,0.0
19029,13127,119.27999999999999,23.47,32.37,76.28999999999999,6.32,0.0,0.0,0.0,0.0
21197,13129,4.29,0.97,1.17,2.73,31.9,0.0,0.0,1.52,0.0
16079,13169,60.099999999999994,10.51,15.48,36.879999999999995,6.370000000000001,0.0,0.0,0.0,0.0
1041,13194,0.94,1.58,0.0,1.52,87.14000000000001,0.0,0.0,0.0,0.0
6051,13195,96.25,8.75,26.25,62.39,0.43,0.0,0.0,0.0,0.0
20085,13232,47.300000000000004,5.0600000000000005,12.690000000000001,29.610000000000003,5.16,0.0,0.0,0.0,0.0
51007,13265,53.790000000000006,13.030000000000001,13.74,36.96,12.54,0.0,0.0,0.0,0.0
28013,13266,39.489999999999995,11.46,10.77,26.86,65.86,0.0,0.0,0.0,0.0
29151,13274,513.5899999999999,47.82,140.07,328.34,12.34,0.0,0.0,0.0,0.0
17025,13288,107.46000000000001,9.71,29.130000000000003,88.59,34.900000000000006,0.0,0.0,0.0,0.0
8081,13292,135.19,18.830000000000002,37.43,86.96,9.059999999999999,0.0,0.0,0.0,0.0
17087,13308,13.989999999999998,1.8,3.54,8.26,21.98,0.0,0.0,0.0,0.0
45009,13311,3.13,5.800000000000001,0.0,6.99,28.89,0.0,0.0,0.0,0.0
55011,13317,148.75,61.26000000000001,40.32,94.46000000000001,3.12,0.0,0.0,0.0,0.0
8007,13359,77.74000000000001,22.14,20.4,54.04,5.79,0.0,0.0,0.0,0.0
40063,13367,3.1899999999999995,0.8099999999999999,0.8699999999999999,2.4799999999999995,59.900000000000006,0.0,0.0,0.0,0.0
39111,13385,20.33,7.4,4.38,14.029999999999998,94.22,0.0,0.0,0.0,0.0
16043,13388,142.01000000000002,12.82,38.46,91.23,2.21,0.0,0.0,0.0,0.0
53051,13401,98.61000000000001,13.0,25.71,71.78,4.7299999999999995,0.0,0.0,0.0,0.0
48313,13455,178.42000000000002,18.220000000000006,48.03,115.41,72.82000000000001,0.0,0.0,0.0,0.0
51690,13485,138.91,15.36,37.11,131.89999999999998,20.05,0.0,0.0,0.0,0.0
47061,13529,2.42,14.57,0.0,8.87,32.7,0.0,0.0,0.0,0.0
28041,13530,1.98,1.5,0.54,1.26,29.81,0.0,0.0,0.0,0.0
17053,13534,116.46,22.869999999999997,31.56,84.64999999999999,10.59,0.0,0.0,0.0,0.0
5065,13577,7.2299999999999995,8.14,1.7399999999999998,4.43,57.519999999999996,0.0,0.0,0.0,0.0
48093,13594,94.49,9.530000000000001,25.77,62.629999999999995,65.03999999999999,0.0,0.0,0.0,0.0
48455,13602,49.61,7.18,13.53,39.949999999999996,43.959999999999994,0.0,0.0,0.0,0.0
12013,13648,17.3,2.42,3.96,10.190000000000001,25.5,0.0,0.0,0.0,0.0
47161,13657,18.15,2.9899999999999998,4.949999999999999,13.009999999999998,50.97,0.0,0.0,0.0,0.0
21225,13668,200.34000000000003,23.81,54.300000000000004,129.63000000000002,62.84,0.0,0.0,0.0,0.0
46102,13672,82.83,107.75999999999999,22.59,54.900000000000006,3.69,0.0,0.0,0.0,0.0
37041,13708,107.18,59.33,28.889999999999993,119.85,34.44,0.0,0.0,0.0,0.0
48059,13708,19.91,1.81,5.43,19.67,74.77,0.0,0.0,0.0,0.0
21025,13718,3.86,0.23,0.6900000000000001,4.53,5.699999999999999,0.0,0.0,0.0,0.0
21175,13726,4.83,0.34,1.02,12.169999999999998,15.84,0.0,0.0,0.0,0.0
56009,13751,73.33,26.32,19.740000000000002,50.28,8.629999999999999,0.0,0.0,0.0,0.0
22127,13755,46.86,6.24,12.78,32.22,76.59,0.0,0.0,0.0,0.0
17189,13761,165.88,29.130000000000003,45.24,107.00999999999999,4.890000000000001,0.0,0.0,0.0,0.0
30035,13778,686.0699999999999,66.05,187.10999999999999,444.61,6.2700000000000005,0.0,0.0,0.0,0.0
39115,13802,10.79,1.62,2.16,9.389999999999999,24.02,0.0,0.0,0.0,0.0
18111,13830,97.24,12.51,26.52,62.17,5.550000000000001,0.0,0.0,0.0,0.0
51113,13837,29.05,16.55,7.23,28.46,8.35,0.0,0.0,0.0,0.0
17193,13877,23.77,4.07,6.27,36.25,40.89,0.0,0.0,0.0,0.0
28147,13884,15.540000000000001,1.08,3.24,9.290000000000001,69.18,0.0,0.0,0.0,0.0
48505,13889,606.76,54.98,164.94,386.44,6.25,0.0,0.0,0.0,0.0
40099,13904,56.72,5.0,15.0,45.79,33.269999999999996,0.0,0.0,0.0,0.0
47033,13911,51.82,6.05,13.74,32.06,108.38,0.0,0.0,0.0,0.0
27043,13921,248.44000000000003,78.60000000000001,67.44,158.07999999999998,6.57,0.0,0.0,0.0,0.0
2130,13948,104.79,17.810000000000002,27.96,69.53999999999999,14.709999999999999,0.0,0.0,0.0,0.0
1075,13972,2.56,3.38,0.0,11.67,108.29,0.0,0.0,0.0,0.0
27113,13992,115.64,97.03999999999999,30.990000000000002,74.6,1.66,0.0,0.0,0.0,0.0
12047,14004,7.36,3.0700000000000003,1.62,4.35,26.119999999999997,0.0,0.0,0.0,0.0
54087,14028,21.169999999999998,1.7,5.1,14.82,4.32,0.0,0.0,0.0,0.0
55099,14054,308.55,40.059999999999995,83.78999999999999,203.62,3.21,0.0,0.0,0.0,0.0
19005,14061,271.05999999999995,66.63,72.99,170.31,0.0,0.0,0.0,3.73,0.0
21221,14061,32.07,2.31,6.93,19.16,63.849999999999994,0.0,0.0,0.0,0.0
27159,14065,137.84,35.910000000000004,36.72,87.22,13.22,0.0,0.0,0.0,0.0
13251,14067,12.190000000000001,5.63,2.67,12.489999999999998,33.52,0.0,0.0,0.0,0.0
40035,14107,21.65,8.03,5.699999999999999,20.81,53.38,0.0,0.0,0.0,0.0
39121,14115,97.00999999999999,10.52,25.619999999999997,59.779999999999994,29.509999999999998,0.0,0.0,0.0,0.0
37173,14117,56.269999999999996,5.09,15.27,47.31999999999999,20.380000000000003,0.0,0.0,0.0,0.0
45017,14119,1.86,20.04,0.0,5.6,5.28,0.0,0.0,0.0,0.0
51051,14124,4.17,2.77,0.9299999999999999,7.249999999999999,11.829999999999998,0.0,0.0,0.0,0.0
31185,14125,104.63,21.65,28.380000000000003,69.05000000000001,24.520000000000003,0.0,0.0,0.0,0.0
40005,14143,10.09,1.5499999999999998,2.55,16.06,75.42,0.0,0.0,0.0,0.0
21065,14163,5.92,1.2,1.26,4.0,35.54,0.0,0.0,0.0,0.0
17127,14169,10.57,12.0,2.64,8.42,65.53,0.0,0.0,0.0,0.0
22027,14170,18.519999999999996,10.1,4.2299999999999995,23.07,53.11,0.0,0.0,0.0,0.0
19141,14182,129.53,70.33,35.19,82.74000000000001,2.6399999999999997,0.0,0.0,0.0,0.0
29039,14188,76.50000000000001,6.65,19.950000000000003,51.7,32.94,0.0,0.0,0.0,0.0
55107,14188,158.26,18.75,41.94,101.53,6.88,0.0,0.0,0.0,0.0
12045,14192,42.96,19.74,11.25,60.78,39.91,0.0,0.0,0.0,0.0
16041,14194,32.0,2.83,8.49,21.22,0.0,0.0,0.0,0.0,0.0
40023,14204,22.970000000000002,3.75,6.12,17.8,63.95,0.0,0.0,0.0,0.0
28129,14209,0.8300000000000001,2.51,0.0,2.04,36.54,0.0,0.0,0.0,0.0
1027,14236,14.67,1.75,3.66,9.94,73.01,0.0,0.0,0.0,0.0
21119,14251,0.9,0.0,0.0,1.89,21.619999999999997,0.0,0.0,0.0,0.0
25019,14255,249.91,69.6,67.74,159.27999999999997,0.0,0.0,0.0,0.0,0.0
31151,14292,172.59,34.669999999999995,47.07,112.56,3.75,0.0,0.0,0.0,0.0
54031,14299,31.26,5.959999999999999,4.9799999999999995,20.01,17.740000000000002,0.0,0.0,0.0,0.0
19023,14334,31.439999999999998,70.22999999999999,8.52,19.88,0.68,0.0,0.0,0.0,0.0
20011,14360,61.43000000000001,5.58,15.450000000000001,46.050000000000004,35.339999999999996,0.0,0.0,0.0,0.0
26053,14380,172.17000000000002,32.989999999999995,46.71,110.6,1.2,0.0,0.0,0.0,0.0
29065,14421,24.83,2.7499999999999996,6.33,16.78,48.28,0.0,0.0,0.0,0.0
54103,14442,75.81,12.240000000000002,20.52,49.75,71.11,0.0,0.0,0.0,0.0
39067,14483,30.430000000000003,4.73,7.050000000000001,16.450000000000003,10.3,0.0,0.0,0.0,0.0
19129,14484,84.59,15.270000000000001,23.07,53.83,1.35,0.0,0.0,0.0,0.0
47015,14506,2.94,0.0,0.0,1.38,108.41,0.0,0.0,0.0,0.0
12065,14510,22.07,26.42,5.1,30.509999999999998,44.36,0.0,0.0,0.0,0.0
49037,14518,8.8,16.66,2.4000000000000004,6.630000000000001,3.2300000000000004,0.0,0.0,0.0,0.0
17139,14526,132.66,16.34,33.24,102.69,11.92,0.0,0.0,0.0,0.0
56007,14537,137.04,28.119999999999997,36.78,89.47,12.25,0.0,0.0,0.0,0.0
5021,14552,15.809999999999999,1.25,3.75,11.7,70.03,0.0,0.0,0.0,0.0
8071,14555,195.82999999999998,20.020000000000003,53.04,127.1,6.17,0.0,0.0,0.0,0.0
42057,14556,17.480000000000004,3.18,4.050000000000001,18.59,7.5600000000000005,0.0,0.0,0.0,0.0
29117,14557,81.42,9.7,22.080000000000002,52.89,54.33,0.0,0.0,0.0,0.0
19085,14582,156.09,22.82,42.57,99.33,7.869999999999999,0.0,0.0,0.0,0.0
13159,14588,1.48,10.18,0.0,6.85,17.5,0.0,0.0,0.0,0.0
21191,14644,16.28,1.48,4.4399999999999995,10.36,41.12,0.0,0.0,0.0,0.0
51610,14658,599.78,125.31,162.99,380.31,22.98,0.0,0.0,0.0,0.0
38053,14704,70.65,24.949999999999996,19.080000000000002,45.540000000000006,9.76,0.0,0.0,0.0,0.0
48255,14710,455.73,50.24999999999999,124.28999999999999,291.23,22.62,0.0,0.0,0.0,0.0
27129,14723,250.17,94.49999999999999,68.16,160.39999999999998,0.0,0.0,0.0,0.0,0.0
48353,14738,176.36,20.12,47.67,114.89,53.760000000000005,0.0,0.0,0.0,0.0
17149,14739,112.71000000000001,11.65,30.660000000000004,72.83000000000001,39.489999999999995,0.0,0.0,0.0,0.0
48389,14748,88.66,7.87,23.61,56.04,24.36,0.0,0.0,0.0,0.0
51125,14775,70.7,19.479999999999997,18.84,45.11,22.529999999999998,0.0,0.0,0.0,0.0
13161,14779,44.73,4.569999999999999,12.18,35.05,38.93000000000001,0.0,0.0,0.0,0.0
51043,14783,102.96,40.56,28.08,69.91999999999999,3.41,0.0,0.0,0.0,0.0
1065,14785,11.18,23.51,2.79,11.52,30.84,0.0,0.0,0.0,0.0
22059,14791,4.9799999999999995,0.88,1.1099999999999999,3.6,58.08,0.0,0.0,0.0,0.0
29073,14794,162.03,24.85,44.19,104.46000000000001,24.71,0.0,0.0,0.0,0.0
13221,14825,1.92,2.21,0.0,4.52,19.97,0.0,0.0,0.0,0.0
19109,14828,381.37,64.25000000000001,103.02000000000001,240.38000000000002,3.21,0.0,0.0,0.0,0.0
27143,14836,193.42000000000002,63.6,52.260000000000005,123.39000000000001,1.1099999999999999,0.0,0.0,0.0,0.0
21123,14867,16.78,3.81,4.53,11.240000000000002,42.6,0.0,0.0,0.0,0.0
37121,14903,49.260000000000005,13.150000000000002,13.32,35.78,59.75,0.0,0.0,0.0,0.0
47007,14913,1.79,0.1,0.0,2.01,39.44,0.0,0.0,0.0,0.0
46027,14967,108.09,36.82000000000001,29.22,68.18,3.04,0.0,0.0,0.0,0.0
48239,14988,273.2,34.82,74.25,173.25,40.51,0.0,0.0,0.0,0.0
26011,15002,151.39,17.0,40.5,95.33,0.81,0.0,0.0,0.0,0.0
22049,15031,13.38,3.98,3.18,22.99,74.47,0.0,0.0,0.0,0.0
19079,15039,76.78,42.56999999999999,20.94,51.52,4.720000000000001,0.0,0.0,0.0,0.0
35057,15045,446.08000000000004,40.34,121.02000000000001,286.24,17.95,0.0,0.0,0.0,0.0
26113,15052,24.529999999999998,29.509999999999998,6.09,22.58,1.01,0.0,0.0,0.0,0.0
1029,15056,0.0,3.38,0.0,7.31,73.23,0.0,0.0,0.0,0.0
21069,15082,20.91,3.41,3.99,9.77,17.22,0.0,0.0,0.0,0.0
40073,15184,209.11,19.01,57.03,133.07,33.71,0.0,0.0,0.0,0.0
48371,15193,332.15,31.349999999999998,89.76,212.34000000000003,24.869999999999997,0.0,0.0,0.0,0.0
29121,15209,22.669999999999998,3.63,4.92,13.649999999999999,45.0,0.0,0.0,0.0,0.0
19145,15211,50.879999999999995,18.869999999999997,13.559999999999999,32.3,11.45,0.0,0.0,0.0,0.0
51005,15223,23.38,1.31,3.93,20.990000000000002,21.47,0.0,0.0,0.0,0.0
17101,15280,30.11,2.77,7.83,18.27,9.739999999999998,0.0,0.0,0.0,0.0
22125,15310,70.4,36.7,19.400000000000002,45.78,12.420000000000002,0.0,0.0,0.0,0.0
40095,15312,115.13000000000001,10.39,31.17,72.73,67.82,0.0,0.0,0.0,0.0
27135,15331,111.62,55.33,30.18,76.36000000000001,1.02,0.0,0.0,0.0,0.0
51077,15333,0.0,0.46,0.0,3.98,25.76,0.0,0.0,0.0,0.0
18159,15359,63.81999999999999,5.8,17.4,44.51,14.38,0.0,0.0,0.0,0.0
1129,15388,0.99,4.61,0.27,12.719999999999999,56.33,0.0,0.0,0.0,0.0
27127,15425,315.04999999999995,110.94,85.77,200.13,2.11,0.0,0.0,0.0,0.0
51830,15425,1.81,179.11,0.0,0.39,10.839999999999998,0.0,0.0,0.0,0.0
18165,15439,48.28999999999999,4.35,13.049999999999999,31.229999999999997,13.96,0.0,0.0,0.0,0.0
17023,15455,56.21000000000001,9.11,15.330000000000002,48.71000000000001,46.13,0.0,0.0,0.0,0.0
54001,15465,25.17,1.99,5.97,38.309999999999995,19.9,0.0,0.0,0.0,0.0
29135,15473,99.88000000000001,13.08,26.009999999999998,60.69,29.04,0.0,0.0,0.0,0.0
18013,15475,53.47,4.67,14.01,44.45,11.22,0.0,0.0,0.0,0.0
51063,15476,18.82,4.3,1.8599999999999999,7.08,11.8,0.0,0.0,0.0,0.0
17039,15516,66.37,6.3500000000000005,17.91,43.72,25.41,0.0,0.0,0.0,0.0
40117,15553,4.22,5.58,0.36,10.519999999999998,59.67,0.0,0.0,0.0,0.0
55077,15592,80.75,14.92,20.97,54.06,0.0,0.0,0.0,0.0,0.0
16047,15598,56.78999999999999,9.149999999999999,14.669999999999998,34.23,6.03,0.0,0.0,0.0,0.0
28023,15615,0.0,3.1300000000000003,0.0,1.28,57.39,0.0,0.0,0.0,0.0
19067,15627,179.55999999999997,39.5,48.599999999999994,116.53999999999999,0.44999999999999996,0.0,0.0,0.0,0.0
51135,15642,14.509999999999998,7.58,3.42,19.42,13.82,0.0,0.0,0.0,0.0
29155,15661,11.86,2.21,2.7600000000000002,8.74,80.25,0.0,0.0,0.0,0.0
19101,15663,77.94,12.030000000000001,19.32,46.36,1.02,0.0,0.0,0.0,1.93
21103,15678,14.150000000000002,1.12,3.3600000000000003,11.030000000000001,23.490000000000002,0.0,0.0,0.0,0.0
27001,15697,165.69000000000003,49.72,44.910000000000004,104.79,3.9,0.0,0.0,0.0,0.0
17131,15699,105.76000000000002,33.06,28.650000000000002,69.02000000000001,2.81,0.0,0.0,0.0,0.0
17015,15702,231.47000000000003,33.589999999999996,62.13,147.14000000000001,0.22,0.0,0.0,0.0,0.0
13163,15709,7.23,12.780000000000001,0.96,4.34,31.17,0.0,0.0,0.0,0.0
8049,15717,112.67999999999999,19.189999999999998,30.509999999999998,73.93,4.640000000000001,0.0,0.0,0.0,0.0
48289,15719,61.650000000000006,9.02,16.44,45.52,46.97,0.0,0.0,0.0,0.0
20139,15766,46.849999999999994,8.62,12.629999999999999,44.31,2.2600000000000002,0.0,0.0,0.0,0.0
5141,15796,27.830000000000002,2.35,7.050000000000001,27.02,53.05,0.0,0.0,0.0,0.0
17159,15813,124.65,18.07,33.39,82.65,27.48,0.0,0.0,0.0,0.0
47153,15826,20.71,3.09,5.13,13.25,30.91,0.0,0.0,0.0,0.0
5133,15839,213.27,19.59,56.92,135.72000000000003,61.33,0.0,0.0,0.0,0.0
51025,15849,14.52,28.89,3.96,18.64,17.700000000000003,0.0,0.0,0.0,0.0
47005,15864,9.55,2.98,2.2800000000000002,5.32,63.949999999999996,0.0,0.0,0.0,0.0
20133,15904,125.84,15.350000000000001,33.0,79.25999999999999,25.880000000000003,0.0,0.0,0.0,0.0
31131,15912,155.66000000000003,53.79,41.97,97.93,7.02,0.0,0.0,0.0,0.0
21045,15941,17.020000000000003,0.88,2.64,7.73,44.349999999999994,0.0,0.0,0.0,0.0
55003,16027,235.89000000000001,35.31,63.900000000000006,150.22,3.9600000000000004,0.0,0.0,0.0,0.0
27065,16032,66.26,24.229999999999997,17.490000000000002,41.120000000000005,8.73,0.0,0.0,0.0,0.0
21203,16037,2.3,0.13,0.39,5.959999999999999,63.550000000000004,0.0,0.0,0.0,0.0
29013,16042,11.81,1.25,2.43,6.040000000000001,39.27,0.0,0.0,0.0,0.0
51750,16070,2.49,13.62,0.0,21.47,31.630000000000003,0.0,0.0,0.0,0.0
6105,16112,76.59,8.34,20.4,49.03,9.970000000000002,0.0,0.0,0.0,0.0
55023,16113,407.38000000000005,58.66,110.31,257.39,0.18,0.0,0.0,0.0,0.0
51011,16119,23.51,6.390000000000001,6.300000000000001,47.02000000000001,18.71,0.0,0.0,0.0,0.0
12125,16147,0.0,0.47,0.0,9.1,15.77,0.0,0.0,0.0,0.0
18121,16156,19.549999999999997,0.75,2.25,10.629999999999999,13.9,0.0,0.0,0.0,0.0
13183,16168,3.41,0.9299999999999999,0.9299999999999999,5.449999999999999,15.969999999999999,0.0,0.0,0.0,0.0
17191,16179,13.700000000000001,7.32,2.2199999999999998,9.57,42.96,0.0,0.0,0.0,0.0
5075,16216,4.8,0.31,0.9299999999999999,4.0200000000000005,84.94,0.0,0.0,0.0,0.0
55007,16220,232.57,38.83,63.78999999999999,150.44,2.2199999999999998,0.0,0.0,0.0,0.0
47181,16232,7.180000000000001,1.11,1.53,6.03,55.629999999999995,0.0,0.0,0.0,0.0
13083,16251,14.280000000000001,4.210000000000001,3.3600000000000003,15.220000000000002,30.72,0.0,0.0,0.0,0.0
21127,16293,6.16,0.47,1.41,6.049999999999999,23.009999999999998,0.0,0.0,0.0,0.0
13027,16301,2.49,12.280000000000001,0.0,1.84,48.33,0.0,0.0,0.0,0.0
30041,16309,108.11000000000001,19.24,29.19,72.06,10.08,0.0,0.0,0.0,0.0
1057,16321,5.75,12.139999999999997,1.3800000000000001,4.87,100.97999999999999,0.0,0.0,0.0,0.0
20005,16348,280.96000000000004,37.98,76.53,182.12,8.55,0.0,0.0,0.0,0.0
28061,16367,2.81,2.87,0.27,2.4600000000000004,33.54,0.0,0.0,0.0,0.0
8003,16376,139.77,13.16,37.44,88.75999999999999,5.319999999999999,0.0,0.0,0.0,0.0
19041,16384,154.63,60.03,41.79,100.87,7.050000000000001,0.0,0.0,0.0,0.0
42105,16396,49.89,11.7,13.169999999999998,50.730000000000004,2.43,0.0,0.0,0.0,0.0
29143,16434,50.480000000000004,4.99,13.59,33.72,59.739999999999995,0.0,0.0,0.0,0.0
18045,16479,21.1,2.74,5.58,19.939999999999998,25.639999999999997,0.0,0.0,0.0,0.0
5087,16521,9.91,0.7,2.0999999999999996,5.57,54.84,0.0,0.0,0.0,0.0
19047,16525,84.32000000000001,13.22,22.71,53.6,0.9299999999999999,0.0,0.0,0.0,0.0
55013,16526,70.41999999999999,24.92,19.02,44.379999999999995,8.3,0.0,0.0,0.0,0.0
38077,16529,337.08,76.57000000000001,91.74,214.06,2.2800000000000002,0.0,0.0,0.0,0.0
45061,16531,3.4699999999999998,13.61,0.0,7.26,14.64,0.0,0.0,0.0,0.0
16049,16541,344.47,32.85,93.48,220.89999999999998,41.04,0.0,0.0,0.0,0.0
19121,16548,138.1,17.669999999999998,37.11,93.66,4.84,0.0,0.0,0.0,0.0
4012,16557,127.68,11.39,34.17,85.17,14.32,0.0,0.0,0.0,0.0
5107,16568,8.96,12.58,1.44,9.090000000000002,62.16,0.0,0.0,0.0,0.0
35053,16595,308.8,36.56,83.94,195.86,7.16,0.0,0.0,0.0,0.0
55065,16611,202.09000000000003,42.230000000000004,53.010000000000005,126.10000000000001,0.0,0.0,0.0,0.0,0.0
55129,16623,22.68,24.470000000000002,5.82,20.259999999999998,1.56,0.0,0.0,0.0,0.0
19095,16662,134.52999999999997,14.819999999999999,36.36,88.21000000000001,0.15000000000000002,0.0,0.0,0.0,0.0
41001,16668,75.75,9.73,19.830000000000002,48.790000000000006,25.39,0.0,0.0,0.0,0.0
17147,16673,77.94,11.84,20.73,48.370000000000005,14.619999999999997,0.0,0.0,0.0,0.0
54091,16705,31.040000000000003,3.9,8.100000000000001,36.86,14.73,0.0,0.0,0.0,0.0
17005,16725,94.97999999999999,10.009999999999998,25.56,61.31,24.939999999999998,0.0,0.0,0.0,0.0
18139,16752,78.14000000000001,6.9,20.700000000000003,49.14,18.83,0.0,0.0,0.0,0.0
5067,16755,4.84,10.870000000000001,0.8999999999999999,2.0999999999999996,111.35000000000001,0.0,0.0,0.0,0.0
48395,16757,270.58000000000004,28.62,73.26,173.57,57.150000000000006,0.0,0.0,0.0,0.0
12029,16759,17.3,1.49,4.47,10.43,16.11,0.0,0.0,0.0,0.0
51071,16787,10.26,4.37,2.58,25.82,9.870000000000001,0.0,0.0,0.0,0.0
23021,16800,26.05,8.62,6.87,20.43,1.71,0.0,0.0,0.0,0.0
46127,16811,123.94000000000001,39.43,33.72,80.58,0.48,0.0,0.0,0.0,0.0
51029,16824,1.05,1.56,0.0,2.5,9.17,0.0,0.0,0.0,0.0
5089,16826,23.009999999999998,2.76,5.88,19.07,34.06,0.0,0.0,0.0,0.0
5037,16833,20.150000000000002,4.54,5.34,19.11,62.45,0.0,0.0,0.0,0.0
17187,16835,105.15999999999998,12.78,28.32,74.34,3.46,0.0,0.0,0.0,0.0
17045,16866,85.1,7.67,23.009999999999998,57.309999999999995,21.13,0.0,0.0,0.0,0.0
19083,16878,44.68,22.71,11.28,30.47,0.9199999999999999,0.0,0.0,0.0,0.0
13241,16883,108.71000000000001,18.869999999999997,29.31,74.49,37.31,0.0,0.0,0.0,0.0
21147,16888,6.74,0.57,1.71,4.819999999999999,20.709999999999997,0.0,0.0,0.0,0.0
8051,16918,98.30999999999999,18.27,26.52,65.42999999999999,16.700000000000003,0.0,0.0,0.0,0.0
48415,16932,176.5,16.54,47.849999999999994,115.48999999999998,57.93,0.0,0.0,0.0,0.0
21079,16953,5.8,0.47,1.41,4.47,51.64,0.0,0.0,0.0,0.0
48145,16968,205.79999999999998,25.459999999999997,55.56,130.97,40.75,0.0,0.0,0.0,0.0
28051,17000,6.05,11.43,0.15000000000000002,2.29,55.42,0.0,0.0,0.0,0.0
54041,17033,75.27000000000001,13.88,20.19,48.400000000000006,5.19,0.0,0.0,0.0,0.0
19043,17043,220.28,67.18,59.13,139.73000000000002,0.0,0.0,0.0,0.0,0.0
54065,17063,62.949999999999996,12.69,16.62,41.07000000000001,11.349999999999998,0.0,0.0,0.0,0.0
29059,17071,65.71000000000001,4.98,14.940000000000001,37.2,22.13,0.0,0.0,0.0,0.0
5047,17097,58.41,7.9399999999999995,15.48,41.790000000000006,38.56,0.0,0.0,0.0,0.0
29053,17103,128.53,18.63,34.68,82.56,24.58,0.0,0.0,0.09,0.0
28017,17106,18.14,6.3100000000000005,4.38,13.079999999999998,74.66999999999999,0.0,0.0,0.0,0.0
21161,17120,54.79,6.4799999999999995,13.98,36.879999999999995,49.660000000000004,0.0,0.0,0.0,0.0
6043,17131,157.26999999999998,15.649999999999999,42.21,105.14,5.05,0.0,0.0,0.0,0.0
19171,17135,158.98,31.699999999999996,43.32,103.41,2.7,0.0,0.0,0.0,0.0
1067,17146,1.17,3.09,0.0,11.31,49.739999999999995,0.0,0.0,0.0,0.0
5001,17149,17.67,12.83,4.38,14.3,48.75,0.0,0.0,0.0,0.0
30067,17191,79.57,35.22,21.15,55.96,14.63,0.0,0.0,0.0,0.0
