FIPS,POP2020,Other Christian Denominations_adh,Mainline Protestant_adh,Liturgical/Traditional_adh,Other_adh,Evangelical/Fundamentalist_adh,Judaism_adh,Hinduism_adh,Buddhism_adh,Islam_adh,total_adh
19165,11746,30.75,8.73,0.0,5.53,3.52,0.0,0.0,0.0,0.0,48.53000000000001
49023,11786,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
20115,11823,8.07,1.13,0.0,1.27,9.899999999999999,0.0,0.0,0.0,0.0,20.369999999999997
48445,11831,19.09,0.0,0.0,3.21,35.58,0.0,0.0,0.0,0.0,57.879999999999995
51133,11839,2.69,3.4,0.0,5.15,12.129999999999999,0.0,0.0,0.0,0.0,23.369999999999997
30017,11867,18.020000000000003,1.24,0.0,9.52,2.4899999999999998,0.0,0.0,0.0,0.0,31.27
29115,11874,10.6,0.72,0.0,1.01,45.19,0.0,0.0,0.0,0.0,57.519999999999996
16073,11913,17.14,0.25,0.0,0.5,3.41,0.0,0.0,0.0,0.0,21.3
19119,11934,14.08,41.67,0.0,3.35,0.21,0.0,0.0,0.0,0.0,59.31
51111,11936,0.85,6.55,0.0,2.35,15.969999999999999,0.0,0.0,0.0,0.0,25.72
54089,11959,4.69,1.05,0.0,1.96,11.48,0.0,0.0,0.0,0.0,19.18
48343,11973,9.15,1.96,0.0,85.19,36.230000000000004,0.0,0.0,0.0,0.0,132.53
17061,11985,11.08,0.65,0.0,4.26,12.81,0.0,0.0,0.0,0.0,28.8
8099,11999,15.57,0.13,0.0,5.0,11.19,0.0,0.0,0.0,0.0,31.89
19037,12012,33.83,28.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.91
28077,12016,0.16,0.0,0.0,0.42,50.910000000000004,0.0,0.0,0.0,0.0,51.49
5081,12026,2.31,4.71,0.0,13.64,38.32,0.0,0.0,0.0,0.0,58.980000000000004
21229,12027,29.650000000000002,1.37,0.0,4.16,35.39,0.0,0.0,0.0,0.0,70.57000000000001
53059,12036,5.64,0.81,0.0,4.4,1.87,0.0,0.0,0.0,0.0,12.719999999999999
16021,12056,17.38,1.0,0.0,4.15,6.800000000000001,0.0,0.0,0.0,0.0,29.330000000000002
27071,12062,18.07,23.35,0.0,1.65,2.16,0.0,0.0,0.0,0.0,45.230000000000004
5049,12075,2.73,0.3,0.0,0.0,34.35,0.0,0.0,0.0,0.0,37.38
13193,12082,11.02,9.71,0.0,3.81,24.98,0.0,0.0,0.0,0.0,49.519999999999996
30043,12085,10.870000000000001,0.02,0.0,1.65,4.32,0.0,0.0,0.0,0.0,16.86
26085,12096,17.34,1.65,0.0,7.19,2.29,0.0,0.0,0.0,0.0,28.47
18009,12112,3.33,3.0199999999999996,0.0,8.75,5.48,0.0,0.0,0.0,0.0,20.58
12043,12126,5.92,0.63,0.0,37.11,12.969999999999999,0.0,0.0,0.0,0.0,56.629999999999995
21061,12126,1.45,0.8800000000000001,0.0,0.0,127.41,0.0,0.0,0.0,0.0,129.74
13079,12130,0.0,4.84,0.0,3.63,5.42,0.0,0.0,0.0,0.0,13.889999999999999
19175,12138,15.349999999999998,5.36,0.0,2.14,3.7300000000000004,0.0,0.0,0.0,0.0,26.58
48379,12164,14.46,0.0,0.0,2.47,25.62,0.0,0.0,0.0,0.0,42.55
41049,12186,16.5,1.78,0.0,3.94,3.91,0.0,0.0,0.0,0.0,26.130000000000003
38079,12187,64.89,9.16,0.0,1.23,0.7,0.0,0.0,0.0,0.0,75.98
48351,12217,1.23,3.73,0.0,3.27,24.66,0.0,0.0,0.0,0.0,32.89
21219,12243,10.329999999999998,2.2199999999999998,0.0,0.0,55.95,0.0,0.0,0.0,0.0,68.5
18125,12250,1.74,2.11,0.0,3.27,8.45,0.0,0.0,0.0,0.0,15.569999999999999
37137,12276,1.63,11.29,0.0,7.98,6.16,0.0,0.0,0.0,0.0,27.06
51131,12282,10.069999999999999,11.93,0.0,2.44,12.680000000000001,0.0,0.0,0.0,0.0,37.120000000000005
49029,12295,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.72
17129,12297,13.63,2.31,0.0,0.0,16.85,0.0,0.0,0.0,0.0,32.790000000000006
19007,12317,8.08,1.3699999999999999,0.0,0.0,9.020000000000001,0.0,0.0,0.0,0.0,18.47
19075,12329,7.89,24.970000000000002,0.0,0.0,0.82,0.0,0.0,0.0,0.0,33.68
1119,12345,3.28,4.63,0.0,7.05,20.349999999999998,0.0,0.0,0.0,0.0,35.31
5137,12359,3.7,0.0,0.0,2.59,21.41,0.0,0.0,0.0,0.0,27.7
21031,12371,1.7200000000000002,0.6599999999999999,0.0,9.7,56.459999999999994,0.0,0.0,0.0,0.0,68.53999999999999
54063,12376,2.6199999999999997,0.8099999999999999,0.0,2.91,3.9800000000000004,0.0,0.0,0.0,0.0,10.32
35007,12387,28.9,2.6,0.0,0.0,8.67,0.0,0.0,0.0,0.0,40.17
30089,12400,9.25,2.4699999999999998,0.0,3.95,4.800000000000001,0.0,0.0,0.0,0.0,20.47
54007,12447,3.27,0.22,0.0,7.23,2.37,0.0,0.0,0.0,0.0,13.09
12037,12451,4.06,3.7199999999999998,0.0,23.61,10.51,0.0,0.0,0.0,0.0,41.9
48115,12456,23.59,0.63,0.0,1.77,35.08,0.0,0.0,0.0,0.0,61.06999999999999
51735,12460,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.0,0.0,11.07
48063,12464,16.78,7.049999999999999,0.0,1.6,30.47,0.0,0.0,0.0,0.0,55.9
13271,12477,2.48,6.45,0.18,2.81,18.2,0.0,0.0,0.0,0.0,30.119999999999997
28161,12481,0.73,5.92,0.0,0.8,82.88,0.0,0.0,0.0,0.0,90.33
13281,12493,2.32,0.0,0.0,8.16,32.89,0.0,0.0,0.0,0.0,43.370000000000005
56015,12498,13.22,2.2,0.0,1.04,2.27,0.0,0.0,0.0,0.0,18.73
18131,12514,11.32,1.8699999999999999,0.0,8.39,9.3,0.0,0.0,0.0,0.0,30.88
13049,12518,1.6,0.0,0.0,0.0,21.549999999999997,0.0,0.0,0.0,0.0,23.15
20001,12526,7.29,5.24,0.0,3.99,10.2,0.0,0.0,0.0,0.0,26.720000000000002
29133,12577,3.5,1.61,0.0,4.77,28.199999999999996,0.0,0.0,0.0,0.0,38.08
47101,12582,2.5100000000000002,0.11,0.0,5.56,18.88,0.0,0.0,0.0,0.0,27.06
13023,12583,0.0,1.22,0.0,1.99,33.69,0.0,0.0,0.0,0.0,36.9
27023,12598,11.29,51.339999999999996,0.0,3.18,4.76,0.0,0.0,0.0,0.0,70.57000000000001
29123,12626,4.97,0.0,0.0,16.63,26.16,0.0,0.0,0.0,0.0,47.76
21033,12649,3.2,4.76,0.0,2.77,75.16999999999999,0.0,0.0,0.0,0.0,85.89999999999999
1023,12665,1.5999999999999999,9.82,0.0,1.58,39.13,0.0,0.0,0.0,0.0,52.13
28135,12715,1.28,3.24,0.0,0.0,29.009999999999998,0.0,0.0,0.0,0.0,33.53
28005,12720,1.34,3.56,0.0,3.14,39.1,0.0,0.0,0.0,0.0,47.14
21011,12750,6.03,0.0,0.0,5.88,22.67,0.0,0.0,0.0,0.0,34.58
47121,12758,2.02,0.0,0.0,8.23,31.430000000000003,0.0,0.0,0.0,0.0,41.68000000000001
5061,12785,3.51,2.97,0.0,5.79,32.33,0.0,0.0,0.0,0.0,44.599999999999994
39163,12800,2.81,0.21000000000000002,0.0,1.88,4.1,0.0,0.0,0.0,0.0,9.0
48487,12887,7.0200000000000005,3.0100000000000002,0.0,2.95,60.5,0.0,0.0,0.0,0.0,73.48
5079,12941,0.15,0.0,0.0,4.48,22.450000000000003,0.0,0.0,0.0,0.0,27.080000000000005
19197,12943,11.33,18.400000000000002,0.0,2.63,3.69,0.0,0.0,0.0,0.0,36.050000000000004
21109,12955,1.3900000000000001,1.81,0.0,2.32,24.62,0.0,0.0,0.0,0.0,30.14
49027,12975,2.23,0.17,0.0,2.93,0.21,0.0,0.0,0.0,0.0,5.54
22013,12981,1.54,5.39,0.0,10.78,52.65,0.0,0.0,0.0,0.0,70.36
26141,12982,12.58,4.57,0.0,6.09,1.8900000000000001,0.0,0.0,0.0,0.0,25.13
26039,12988,3.3499999999999996,1.69,0.0,3.93,1.24,0.0,0.0,0.0,0.0,10.209999999999999
37143,13005,1.25,5.8,0.0,6.15,13.54,0.0,0.0,0.0,0.0,26.74
21233,13017,3.87,2.6399999999999997,0.0,0.46,40.39,0.0,0.0,0.0,0.0,47.36
17017,13042,20.09,10.02,0.0,0.0,12.16,0.0,0.0,0.0,0.0,42.269999999999996
48279,13045,26.310000000000002,0.48,0.0,2.76,38.269999999999996,0.0,0.0,0.0,0.0,67.82
21135,13080,1.38,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,18.63
17125,13086,0.69,0.8,0.0,3.36,7.76,0.0,0.0,0.0,0.0,12.61
2150,13101,9.28,1.74,5.99,4.43,6.969999999999999,0.0,0.0,0.0,0.0,28.409999999999997
30003,13124,22.8,2.6100000000000003,0.0,2.8499999999999996,2.6799999999999997,0.0,0.0,0.0,0.0,30.939999999999998
19029,13127,11.379999999999999,9.2,0.0,0.76,5.430000000000001,0.0,0.0,0.0,0.0,26.77
21197,13129,0.39,0.58,0.0,0.0,30.209999999999997,0.0,0.0,1.52,0.0,32.699999999999996
16079,13169,8.5,3.66,0.0,0.76,2.1100000000000003,0.0,0.0,0.0,0.0,15.030000000000001
1041,13194,0.94,1.58,0.0,1.52,49.42,0.0,0.0,0.0,0.0,53.46
6051,13195,8.75,0.1,0.0,1.14,0.43,0.0,0.0,0.0,0.0,10.42
20085,13232,5.0,0.45999999999999996,0.0,0.0,5.3,0.0,0.0,0.0,0.0,10.76
51007,13265,7.99,2.35,0.0,4.9,13.6,0.0,0.0,0.0,0.0,28.84
28013,13266,3.59,7.87,0.0,1.73,64.83,0.0,0.0,0.0,0.0,78.02
29151,13274,46.69,1.42,0.0,1.51,10.82,0.0,0.0,0.0,0.0,60.44
17025,13288,10.360000000000001,0.0,0.0,20.62,29.33,0.0,0.0,0.0,0.0,60.31
8081,13292,14.19,1.1400000000000001,1.13,2.26,5.78,0.0,0.0,0.0,0.0,24.5
17087,13308,2.19,0.31,0.0,0.0,20.48,0.0,0.0,0.0,0.0,22.98
45009,13311,2.23,1.46,0.0,6.99,22.82,0.0,0.0,0.0,0.0,33.5
55011,13317,14.35,27.95,0.0,0.38,1.04,0.0,0.0,0.0,0.0,43.72
8007,13359,9.74,1.39,0.0,6.44,2.85,0.0,0.0,0.0,0.0,20.42
40063,13367,0.29,0.04,0.0,0.45,38.900000000000006,0.0,0.0,0.0,0.0,39.68000000000001
39111,13385,5.7299999999999995,6.220000000000001,0.0,3.81,20.870000000000005,0.0,0.0,0.0,0.0,36.63
16043,13388,13.81,0.17,0.0,1.49,0.47,0.0,0.0,0.0,0.0,15.940000000000001
53051,13401,12.91,2.8600000000000003,0.0,11.79,1.81,0.0,0.0,0.0,0.0,29.369999999999997
48313,13455,17.21,0.17,0.0,3.34,23.39,0.0,0.0,0.0,0.0,44.11
51690,13485,15.209999999999999,5.390000000000001,0.0,45.31,26.04,0.0,0.0,0.0,0.0,91.94999999999999
47061,13529,2.42,1.1800000000000002,0.0,8.87,10.81,0.0,0.0,0.0,0.0,23.28
28041,13530,0.18,0.74,0.0,0.0,23.7,0.0,0.0,0.0,0.0,24.619999999999997
17053,13534,11.26,7.7700000000000005,0.0,11.01,4.35,0.0,0.0,0.0,0.0,34.39
5065,13577,1.43,3.79,0.0,0.37,35.55,0.0,0.0,0.0,0.0,41.14
48093,13594,8.59,0.47,0.0,2.5,40.64,0.0,0.0,0.0,0.0,52.2
48455,13602,4.51,2.92,0.0,8.38,28.65,0.0,0.0,0.0,0.0,44.46
12013,13648,2.76,1.1500000000000001,0.0,0.95,15.24,0.0,0.0,0.0,0.0,20.1
47161,13657,1.65,0.67,0.0,1.46,33.739999999999995,0.0,0.0,0.0,0.0,37.519999999999996
21225,13668,18.1,3.95,0.0,2.93,42.82,0.0,0.0,0.0,0.0,67.8
46102,13672,7.53,8.84,0.0,2.19,2.17,0.0,0.0,0.0,0.0,20.730000000000004
37041,13708,11.0,7.46,0.06,53.08,24.200000000000003,0.0,0.0,0.0,0.0,95.8
48059,13708,1.81,0.39,0.0,7.0,35.79,0.0,0.0,0.0,0.0,44.989999999999995
21025,13718,1.56,0.28,0.0,2.92,7.779999999999999,0.0,0.0,0.0,0.0,12.54
21175,13726,1.43,0.23,0.0,9.79,10.469999999999999,0.0,0.0,0.0,0.0,21.919999999999998
56009,13751,7.53,2.34,0.0,4.22,3.3099999999999996,0.0,0.0,0.0,0.0,17.4
22127,13755,4.26,0.88,0.0,2.4,59.669999999999995,0.0,0.0,0.0,0.0,67.21
17189,13761,15.08,14.42,0.0,1.45,4.11,0.0,0.0,0.0,0.0,35.06
30035,13778,62.37,2.83,0.0,8.02,2.75,0.0,0.0,0.0,0.0,75.97
39115,13802,3.59,0.99,0.0,4.35,11.219999999999999,0.0,0.0,0.0,0.0,20.15
18111,13830,8.84,4.27,0.0,0.29,5.41,0.0,0.0,0.0,0.0,18.81
51113,13837,4.95,3.01,0.0,11.59,10.34,0.0,0.0,0.0,0.0,29.89
17193,13877,2.87,1.49,0.0,21.62,34.03,0.0,0.0,0.0,0.0,60.010000000000005
28147,13884,1.08,0.0,0.0,1.73,42.72,0.0,0.0,0.0,0.0,45.53
48505,13889,56.959999999999994,0.0,0.0,1.58,3.5500000000000003,0.0,0.0,0.0,0.0,62.08999999999999
40099,13904,6.72,0.45,0.0,10.79,26.169999999999998,0.0,0.0,0.0,0.0,44.129999999999995
47033,13911,4.58,1.01,0.0,0.0,51.08,0.0,0.0,0.0,0.0,56.67
27043,13921,23.64,31.77,0.0,0.72,2.19,0.0,0.0,0.0,0.0,58.31999999999999
2130,13948,11.590000000000002,2.29,0.0,4.3,7.8,0.0,0.0,0.0,0.0,25.980000000000004
1075,13972,0.0,3.38,0.0,11.67,49.17,0.0,0.0,0.0,0.0,64.22
27113,13992,12.34,43.339999999999996,0.0,2.29,0.5,0.0,0.0,0.0,0.0,58.46999999999999
12047,14004,1.25,3.17,0.0,0.57,21.97,0.0,0.0,0.0,0.0,26.96
54087,14028,3.6500000000000004,0.06,0.0,2.92,1.12,0.0,0.0,0.0,0.0,7.750000000000001
55099,14054,29.249999999999996,6.9300000000000015,0.0,8.11,1.07,0.0,0.0,0.0,0.0,45.36
19005,14061,27.759999999999998,28.07,0.0,0.0,0.0,0.0,0.0,3.73,0.0,59.559999999999995
21221,14061,8.97,0.0,0.0,2.99,56.489999999999995,0.0,0.0,0.0,0.0,68.44999999999999
27159,14065,15.440000000000001,12.020000000000001,0.0,1.54,4.260000000000001,0.0,0.0,0.0,0.0,33.26
13251,14067,2.44,4.74,0.0,6.26,27.46,0.0,0.0,0.0,0.0,40.9
40035,14107,2.65,1.4,0.0,7.51,39.04,0.0,0.0,0.0,0.0,50.599999999999994
39121,14115,11.61,1.43,0.0,0.0,8.27,0.0,0.0,0.0,0.0,21.31
37173,14117,5.37,0.92,0.0,11.69,21.270000000000003,0.0,0.0,0.0,0.0,39.25
45017,14119,1.86,16.11,0.0,5.6,5.7,0.0,0.0,0.0,0.0,29.27
51051,14124,1.07,1.1800000000000002,0.0,5.08,8.75,0.0,0.0,0.0,0.0,16.08
31185,14125,10.030000000000001,8.59,0.0,2.83,4.78,0.0,0.0,0.0,0.0,26.230000000000004
40005,14143,1.5899999999999999,0.35,0.0,10.11,58.620000000000005,0.0,0.0,0.0,0.0,70.67
21065,14163,1.72,0.06,0.0,1.06,32.67,0.0,0.0,0.0,0.0,35.510000000000005
17127,14169,1.77,7.0,0.0,2.26,48.02,0.0,0.0,0.0,0.0,59.050000000000004
22027,14170,2.3,9.35,0.0,13.2,27.34,0.0,0.0,0.0,0.0,52.19
19141,14182,12.23,31.26,0.0,0.63,1.94,0.0,0.0,0.0,0.0,46.06
29039,14188,10.0,0.11,0.0,5.15,18.68,0.0,0.0,0.0,0.0,33.94
55107,14188,17.95,2.34,0.0,3.67,4.52,0.0,0.0,0.0,0.0,28.48
12045,14192,4.61,4.41,0.0,34.53,24.46,0.0,0.0,0.0,0.0,68.00999999999999
16041,14194,3.7,0.23,0.0,1.41,0.0,0.0,0.0,0.0,0.0,5.34
40023,14204,2.5700000000000003,0.54,0.0,3.52,41.21,0.0,0.0,0.0,0.0,47.84
28129,14209,0.8300000000000001,1.19,0.0,2.04,36.36,0.0,0.0,0.0,0.0,40.42
1027,14236,2.4699999999999998,0.53,0.0,1.4,53.550000000000004,0.0,0.0,0.0,0.0,57.95
21119,14251,0.9,0.0,0.0,1.89,22.7,0.0,0.0,0.0,0.0,25.49
25019,14255,24.11,5.38,0.0,1.22,0.0,0.0,0.0,0.0,0.0,30.709999999999997
31151,14292,15.69,9.72,0.0,2.73,1.25,0.0,0.0,0.0,0.0,29.39
54031,14299,14.66,4.05,0.0,8.39,7.58,0.0,0.0,0.0,0.0,34.68
19023,14334,3.04,34.87,0.0,0.0,0.68,0.0,0.0,0.0,0.0,38.589999999999996
20011,14360,8.4,2.08,0.0,10.0,12.37,0.0,0.0,0.0,0.0,32.85
26053,14380,16.470000000000002,8.280000000000001,0.0,1.61,0.32,0.0,0.0,0.0,0.0,26.680000000000003
29065,14421,3.73,0.32,0.0,2.01,31.17,0.0,0.0,0.0,0.0,37.230000000000004
54103,14442,7.41,0.98,0.0,1.87,21.709999999999997,0.0,0.0,0.0,0.0,31.97
39067,14483,6.93,3.91,0.0,0.0,6.81,0.0,0.0,0.0,0.0,17.65
19129,14484,7.69,3.8200000000000003,0.0,0.0,0.99,0.0,0.0,0.0,0.0,12.500000000000002
47015,14506,2.94,0.0,0.0,1.38,30.650000000000002,0.0,0.0,0.0,0.0,34.97
12065,14510,3.42,15.6,0.0,18.61,22.77,0.0,0.0,0.0,0.0,60.39999999999999
49037,14518,0.8,1.22,0.0,1.03,2.06,0.0,0.0,0.0,0.0,5.109999999999999
17139,14526,21.86,2.63,0.0,25.13,13.88,0.0,0.0,0.0,0.0,63.5
56007,14537,14.440000000000001,2.11,0.0,3.65,4.1899999999999995,0.0,0.0,0.0,0.0,24.39
5021,14552,3.31,0.0,0.0,2.95,38.56,0.0,0.0,0.0,0.0,44.82
8071,14555,19.029999999999998,1.26,0.0,3.34,2.27,0.0,0.0,0.0,0.0,25.9
42057,14556,3.9800000000000004,4.9,0.0,9.14,2.7,0.0,0.0,0.0,0.0,20.720000000000002
29117,14557,7.82,0.66,0.0,1.37,36.74,0.0,0.0,0.0,0.0,46.59
19085,14582,14.19,4.96,0.0,0.0,7.41,0.0,0.0,0.0,0.0,26.56
13159,14588,1.48,12.0,0.0,6.85,16.470000000000002,0.0,0.0,0.0,0.0,36.8
21191,14644,1.48,0.0,0.0,0.0,42.69,0.0,0.0,0.0,0.0,44.169999999999995
51610,14658,56.48,9.17,0.0,0.0,22.98,0.0,0.0,0.0,0.0,88.63
38053,14704,7.050000000000001,9.239999999999998,0.0,1.02,3.4400000000000004,0.0,0.0,0.0,0.0,20.75
48255,14710,41.43,4.14,0.0,1.22,14.559999999999999,0.0,0.0,0.0,0.0,61.349999999999994
27129,14723,22.97,42.17,0.0,1.36,0.0,0.0,0.0,0.0,0.0,66.5
48353,14738,17.46,2.53,0.0,3.66,23.34,0.0,0.0,0.0,0.0,46.99
17149,14739,10.51,0.21000000000000002,0.0,1.29,19.65,0.0,0.0,0.0,0.0,31.66
48389,14748,9.96,0.11,0.0,0.95,11.5,0.0,0.0,0.0,0.0,22.52
51125,14775,7.9,3.84,0.0,1.15,21.93,0.0,0.0,0.0,0.0,34.82
13161,14779,4.13,0.51,0.0,6.63,46.59,0.0,0.0,0.0,0.0,57.86
51043,14783,9.36,3.53,0.0,4.4,3.19,0.0,0.0,0.0,0.0,20.48
1065,14785,1.88,14.23,0.0,5.01,24.979999999999997,0.0,0.0,0.0,0.0,46.099999999999994
22059,14791,1.28,0.51,0.0,1.01,52.14,0.0,0.0,0.0,0.0,54.94
29073,14794,14.73,9.44,0.0,1.35,19.43,0.0,0.0,0.0,0.0,44.95
13221,14825,1.74,2.2199999999999998,0.0,4.52,17.93,0.0,0.0,0.0,0.0,26.41
19109,14828,37.970000000000006,15.899999999999999,0.0,0.0,1.07,0.0,0.0,0.0,0.0,54.940000000000005
27143,14836,19.220000000000002,29.42,0.0,1.45,0.37,0.0,0.0,0.0,0.0,50.46
21123,14867,1.68,1.69,0.0,0.67,39.97,0.0,0.0,0.0,0.0,44.01
37121,14903,4.86,2.0,0.0,4.7,55.51,0.0,0.0,0.0,0.0,67.07
47007,14913,1.79,0.05,0.0,2.01,14.57,0.0,0.0,0.0,0.0,18.42
46027,14967,10.69,13.82,0.0,0.0,1.44,0.0,0.0,0.0,0.0,25.95
48239,14988,25.7,5.26,0.0,0.0,24.27,0.0,0.0,0.0,0.0,55.230000000000004
26011,15002,17.3,1.94,0.0,0.83,0.27,0.0,0.0,0.0,0.0,20.34
22049,15031,2.27,2.84,0.0,15.57,59.51,0.0,0.0,0.0,0.0,80.19
19079,15039,6.98,21.599999999999998,0.0,2.66,3.72,0.0,0.0,0.0,0.0,34.96
35057,15045,42.68000000000001,0.0,0.0,3.86,6.47,0.0,0.0,0.0,0.0,53.010000000000005
26113,15052,4.2299999999999995,17.169999999999998,0.0,8.37,0.61,0.0,0.0,0.0,0.0,30.379999999999995
1029,15056,0.0,0.26,0.0,7.31,65.73,0.0,0.0,0.0,0.0,73.3
21069,15082,7.609999999999999,0.33,0.0,0.46,13.120000000000001,0.0,0.0,0.0,0.0,21.520000000000003
40073,15184,19.01,0.0,0.0,0.0,20.82,0.0,0.0,0.0,0.0,39.83
48371,15193,32.95,2.65,0.0,2.9,10.05,0.0,0.0,0.0,0.0,48.55
29121,15209,6.2700000000000005,3.25,0.0,2.17,43.519999999999996,0.0,0.0,0.0,0.0,55.209999999999994
19145,15211,5.68,10.280000000000001,0.0,0.66,8.74,0.0,0.0,0.0,0.0,25.36
51005,15223,5.4,2.54,0.0,11.82,14.469999999999999,0.0,0.0,0.0,0.0,34.230000000000004
17101,15280,4.01,0.76,0.0,0.0,10.61,0.0,0.0,0.0,0.0,15.379999999999999
22125,15310,6.4,3.42,0.2,0.98,12.420000000000002,0.0,0.0,0.0,0.0,23.42
40095,15312,11.23,0.0,0.0,0.0,42.1,0.0,0.0,0.0,0.0,53.33
27135,15331,11.020000000000001,25.550000000000004,0.0,5.94,0.48,0.0,0.0,0.0,0.0,42.99
51077,15333,0.0,0.35,0.0,3.98,20.42,0.0,0.0,0.0,0.0,24.75
18159,15359,5.81,0.21,0.0,3.91,10.809999999999999,0.0,0.0,0.0,0.0,20.74
1129,15388,0.09,4.5200000000000005,0.0,12.09,43.11,0.0,0.0,0.0,0.0,59.81
27127,15425,29.15,40.55,0.0,0.0,1.29,0.0,0.0,0.0,0.0,70.99
51830,15425,1.81,23.46,0.0,0.39,4.06,0.0,0.0,0.0,0.0,29.72
18165,15439,4.569999999999999,0.46,0.0,0.78,9.309999999999999,0.0,0.0,0.0,0.0,15.119999999999997
17023,15455,5.11,3.13,0.0,12.94,34.510000000000005,0.0,0.0,0.0,0.0,55.690000000000005
54001,15465,5.27,0.25,0.0,24.38,4.83,0.0,0.0,0.0,0.0,34.73
29135,15473,12.99,4.41,0.0,0.0,25.560000000000002,0.0,0.0,0.0,0.0,42.96
18013,15475,6.77,0.31,0.0,11.76,5.39,0.0,0.0,0.0,0.0,24.23
51063,15476,11.68,2.3099999999999996,0.0,2.74,9.879999999999999,0.0,0.0,0.0,0.0,26.609999999999996
17039,15516,6.67,1.09,0.0,1.93,20.02,0.0,0.0,0.0,0.0,29.71
40117,15553,1.68,0.74,0.0,9.68,39.91,0.0,0.0,0.0,0.0,52.01
55077,15592,10.850000000000001,7.82,0.0,5.13,0.0,0.0,0.0,0.0,0.0,23.8
16047,15598,7.89,1.42,0.0,0.0,2.0500000000000003,0.0,0.0,0.0,0.0,11.36
28023,15615,0.0,2.17,0.0,1.28,50.410000000000004,0.0,0.0,0.0,0.0,53.86000000000001
19067,15627,17.56,11.690000000000001,0.0,3.14,0.15,0.0,0.0,0.0,0.0,32.54
51135,15642,3.1099999999999994,3.3600000000000003,0.0,11.44,10.31,0.0,0.0,0.0,0.0,28.22
29155,15661,0.92,2.4699999999999998,0.0,2.3,49.61,0.0,0.0,0.0,0.0,55.3
19101,15663,10.67,4.14,0.0,1.28,0.34,0.0,0.0,0.0,1.93,18.36
21103,15678,2.95,0.36,0.0,3.19,26.73,0.0,0.0,0.0,0.0,33.230000000000004
27001,15697,15.990000000000002,17.95,0.0,0.0,1.4,0.0,0.0,0.0,0.0,35.339999999999996
17131,15699,10.260000000000002,14.8,0.0,2.17,1.81,0.0,0.0,0.0,0.0,29.040000000000003
17015,15702,24.369999999999997,8.76,0.0,2.17,0.22,0.0,0.0,0.0,0.0,35.519999999999996
13163,15709,4.03,10.66,0.0,2.1,30.08,0.0,0.0,0.0,0.0,46.870000000000005
8049,15717,10.98,3.92,0.0,2.74,2.66,0.0,0.0,0.0,0.0,20.3
48289,15719,6.5600000000000005,3.54,0.0,7.16,27.159999999999997,0.0,0.0,0.0,0.0,44.42
20139,15766,4.75,2.8000000000000003,0.0,14.84,1.24,0.0,0.0,0.0,0.0,23.63
5141,15796,4.33,0.58,0.0,10.57,25.830000000000002,0.0,0.0,0.0,0.0,41.31
17159,15813,13.350000000000001,4.18,0.0,4.74,15.510000000000002,0.0,0.0,0.0,0.0,37.78
47153,15826,3.6100000000000003,0.69,0.0,1.28,25.37,0.0,0.0,0.0,0.0,30.950000000000003
5133,15839,23.69,0.34,0.19,3.35,28.37,0.0,0.0,0.0,0.0,55.940000000000005
51025,15849,1.32,16.27,0.0,9.4,15.06,0.0,0.0,0.0,0.0,42.050000000000004
47005,15864,1.95,1.3900000000000001,0.0,0.0,35.910000000000004,0.0,0.0,0.0,0.0,39.25
20133,15904,15.09,1.84,0.0,2.26,14.700000000000001,0.0,0.0,0.0,0.0,33.89
31131,15912,15.76,22.939999999999998,0.0,0.0,4.140000000000001,0.0,0.0,0.0,0.0,42.839999999999996
21045,15941,8.219999999999999,0.0,0.0,1.57,32.61,0.0,0.0,0.0,0.0,42.4
55003,16027,22.89,9.459999999999999,0.0,1.12,1.2000000000000002,0.0,0.0,0.0,0.0,34.67
27065,16032,7.960000000000001,9.2,0.0,0.31,2.91,0.0,0.0,0.0,0.0,20.38
21203,16037,1.0,0.0,0.0,5.05,48.06,0.0,0.0,0.0,0.0,54.11
29013,16042,3.71,0.56,0.0,0.37,31.360000000000003,0.0,0.0,0.0,0.0,36.0
51750,16070,0.0,2.82,0.0,21.47,15.219999999999999,0.0,0.0,0.0,0.0,39.51
6105,16112,8.59,1.02,0.0,1.43,3.1100000000000003,0.0,0.0,0.0,0.0,14.149999999999999
55023,16113,39.650000000000006,10.85,0.0,0.0,0.18,0.0,0.0,0.0,0.0,50.68000000000001
51011,16119,2.5100000000000002,1.22,0.0,32.32,18.25,0.0,0.0,0.0,0.0,54.3
12125,16147,0.0,0.47,0.0,9.1,11.43,0.0,0.0,0.0,0.0,21.0
18121,16156,10.579999999999998,0.27,0.0,5.38,9.46,0.0,0.0,0.0,0.0,25.689999999999998
13183,16168,0.31,0.62,0.0,3.28,18.509999999999998,0.0,0.0,0.0,0.0,22.72
17191,16179,6.3,3.29,0.0,4.39,34.14,0.0,0.0,0.0,0.0,48.120000000000005
5075,16216,1.7000000000000002,0.27,0.0,1.85,36.26,0.0,0.0,0.0,0.0,40.08
55007,16220,21.77,9.47,0.11,2.77,0.74,0.0,0.0,0.0,0.0,34.86000000000001
