state,county,race_ethnicity_ancestry,religion,sexual_orientation,disability,gender,gender_identity,num_crimes,county_fips
New Hampshire,Belknap,0,1,0,0,0,0,1,33001
Nevada,Washoe,3,1,0,0,0,0,4,32031
Nevada,Clark,19,10,4,1,0,2,36,32003
Nebraska,Sheridan,1,0,0,0,0,0,1,31161
Nebraska,Scotts Bluff,1,0,0,0,0,0,1,31157
Nebraska,Sarpy,0,0,0,1,0,0,1,31153
Nebraska,Saline,1,0,0,0,0,0,1,31151
Nebraska,Red Willow,1,0,0,0,0,0,1,31145
Nebraska,Madison,1,0,1,0,0,0,2,31119
Nebraska,Lincoln,4,0,0,0,0,0,4,31111
Nebraska,Lancaster,8,2,2,0,0,0,12,31109
Nebraska,Keith,1,0,0,0,0,0,1,31101
Nebraska,Jefferson,1,0,0,0,0,0,1,31095
Nebraska,Howard,1,0,0,0,0,0,1,31093
Nebraska,Hamilton,1,0,0,0,0,0,1,31081
Nebraska,Hall,1,0,0,0,0,0,1,31079
Nebraska,Douglas,4,2,0,0,0,0,6,31055
Nebraska,Dodge,1,0,0,1,0,0,2,31053
Nebraska,Custer,9,0,0,0,0,0,9,31041
Nebraska,Colfax,2,0,0,0,0,0,2,31037
Nebraska,Cherry,1,0,0,0,0,0,1,31031
Nebraska,Buffalo,1,0,0,0,0,0,1,31019
Montana,Yellowstone,2,1,1,0,0,0,4,30111
Montana,Ravalli,1,1,0,0,0,0,2,30081
Montana,Park,1,0,0,0,0,0,1,30067
Montana,Missoula,8,0,3,0,0,0,11,30063
Montana,Liberty,0,1,0,0,0,0,1,30051
Montana,Lewis and Clark,1,1,0,0,0,0,2,30049
Montana,Lake,0,0,1,0,0,0,1,30047
Montana,Gallatin,2,1,0,0,1,0,4,30031
Montana,Flathead,1,2,0,0,0,3,6,30029
Montana,Cascade,3,2,0,1,0,0,6,30013
Montana,Big Horn,3,0,0,0,0,0,3,30003
Missouri,St. Louis,2,1,4,0,0,0,7,29189
Missouri,St. Charles,4,3,1,0,0,0,8,29183
Missouri,Phelps,0,0,1,0,0,0,1,29161
Missouri,Johnson,1,0,0,0,0,0,1,29101
Missouri,Jasper,0,1,0,0,0,0,1,29097
Missouri,Jackson,31,7,3,1,0,0,42,29095
Missouri,Howard,0,0,1,0,0,0,1,29089
Missouri,Henry,1,0,0,0,0,0,1,29083
Missouri,Greene,1,0,1,0,0,0,2,29077
Missouri,Cooper,1,0,0,0,0,0,1,29053
Missouri,Cole,2,0,0,0,0,0,2,29051
Missouri,Clay,3,0,1,0,0,0,4,29047
Missouri,Cass,1,0,2,0,0,1,4,29037
Missouri,Cape Girardeau,0,0,1,0,0,0,1,29031
Missouri,Camden,1,0,1,0,0,0,2,29029
Missouri,Callaway,1,0,0,0,0,0,1,29027
Missouri,Buchanan,0,1,0,0,0,0,1,29021
Missouri,Boone,2,0,0,0,0,0,2,29019
Mississippi,Madison,0,0,1,0,0,0,1,28089
Mississippi,Hinds,0,0,0,6,0,0,6,28049
Mississippi,George,4,0,0,0,0,0,4,28039
Mississippi,DeSoto,0,1,0,0,0,0,1,28033
Mississippi,Attala,2,0,0,0,0,0,2,28007
Minnesota,Washington,1,0,0,0,0,0,1,27163
Minnesota,Waseca,0,0,1,0,0,0,1,27161
Minnesota,Wabasha,1,0,0,0,0,0,1,27157
Minnesota,Scott,1,0,1,0,0,0,2,27139
Minnesota,Rice,0,1,0,0,0,0,1,27131
Minnesota,Ramsey,10,3,2,1,0,1,17,27123
Minnesota,Polk,0,0,1,0,0,0,1,27119
Minnesota,Otter Tail,1,0,0,0,0,0,1,27111
Minnesota,Olmsted,3,1,1,0,0,0,5,27109
Minnesota,Martin,1,0,0,0,0,0,1,27091
Minnesota,Lac qui Parle,0,1,0,0,0,0,1,27073
Minnesota,Kandiyohi,1,0,0,0,0,0,1,27067
Minnesota,Hubbard,1,0,0,0,0,0,1,27057
Minnesota,Hennepin,24,15,6,0,3,3,51,27053
Minnesota,Goodhue,0,0,1,0,0,0,1,27049
Minnesota,Douglas,0,1,0,0,0,0,1,27041
Minnesota,Dakota,1,0,0,0,0,0,1,27037
Minnesota,Carver,2,0,0,0,0,0,2,27019
Minnesota,Brown,1,0,0,0,0,0,1,27015
Minnesota,Blue Earth,10,1,3,0,0,0,14,27013
Minnesota,Anoka,0,0,1,0,0,0,1,27003
Michigan,Wexford,6,0,0,0,0,0,6,26165
Michigan,Wayne,80,8,21,2,5,0,116,26163
Michigan,Washtenaw,20,3,3,0,1,1,28,26161
Michigan,Van Buren,6,1,1,0,1,0,9,26159
Michigan,Tuscola,1,0,0,0,0,0,1,26157
Michigan,Shiawassee,0,1,0,0,0,0,1,26155
Michigan,Sanilac,1,0,0,0,0,0,1,26151
Michigan,St. Joseph,2,0,0,0,0,0,2,26149
Michigan,St. Clair,3,0,1,0,0,0,4,26147
Michigan,Saginaw,8,0,1,0,1,0,10,26145
Michigan,Ottawa,3,3,1,0,0,0,7,26139
Michigan,Ontonagon,1,0,0,0,1,0,2,26131
Michigan,Ogemaw,0,0,1,0,0,0,1,26129
Michigan,Oceana,2,1,0,0,0,0,3,26127
Michigan,Oakland,30,10,4,0,0,1,45,26125
Michigan,Newaygo,2,0,0,0,0,0,2,26123
Michigan,Muskegon,3,0,1,0,0,0,4,26121
Michigan,Montcalm,2,0,0,0,0,0,2,26117
Michigan,Midland,2,0,0,0,0,0,2,26111
Michigan,Menominee,1,0,0,0,0,0,1,26109
Michigan,Mecosta,2,0,0,0,0,0,2,26107
Michigan,Mason,2,0,0,0,0,0,2,26105
Michigan,Marquette,0,3,0,0,0,0,3,26103
Michigan,Manistee,1,1,0,0,0,0,2,26101
Michigan,Macomb,14,2,3,0,1,0,20,26099
Michigan,Mackinac,2,0,0,0,0,0,2,26097
Michigan,Luce,1,0,0,0,0,0,1,26095
Michigan,Livingston,5,0,0,0,3,0,8,26093
Michigan,Lenawee,6,0,0,0,0,0,6,26091
Michigan,Leelanau,1,0,0,0,0,0,1,26089
Michigan,Lapeer,4,0,0,0,0,0,4,26087
Michigan,Kent,19,1,0,2,0,0,22,26081
Michigan,Kalamazoo,9,0,0,0,0,0,9,26077
Michigan,Jackson,1,1,2,0,0,0,4,26075
Michigan,Isabella,1,0,2,0,0,0,3,26073
Michigan,Iron,4,0,0,0,0,0,4,26071
Michigan,Iosco,0,1,0,0,0,0,1,26069
Michigan,Ionia,7,0,0,0,0,0,7,26067
Michigan,Ingham,10,3,1,0,0,0,14,26065
Michigan,Houghton,4,2,0,0,0,0,6,26061
Michigan,Hillsdale,3,0,0,1,0,0,4,26059
Michigan,Gratiot,1,0,0,0,0,0,1,26057
Michigan,Grand Traverse,4,1,0,0,0,0,5,26055
Michigan,Genesee,14,1,1,0,0,0,16,26049
Michigan,Eaton,3,0,0,0,0,0,3,26045
Michigan,Delta,1,0,0,0,0,0,1,26041
Michigan,Clinton,1,0,1,0,0,0,2,26037
Michigan,Chippewa,1,0,0,0,0,0,1,26033
Michigan,Cass,4,0,0,0,1,0,5,26027
Michigan,Calhoun,4,0,0,1,0,0,5,26025
Michigan,Berrien,2,5,1,3,1,0,12,26021
Michigan,Benzie,2,0,0,0,0,0,2,26019
Michigan,Bay,1,1,0,0,0,0,2,26017
Michigan,Barry,1,0,1,0,0,0,2,26015
Michigan,Baraga,0,1,0,0,0,0,1,26013
Michigan,Alpena,5,1,0,0,0,0,6,26007
Michigan,Allegan,1,0,0,0,0,0,1,26005
Michigan,Alger,0,1,0,0,0,0,1,26003
Michigan,Alcona,1,0,0,0,0,0,1,26001
Massachusetts,Worcester,8,4,7,0,0,1,20,25027
Massachusetts,Suffolk,119,30,49,0,1,1,200,25025
Massachusetts,Plymouth,4,3,0,0,0,0,7,25023
Massachusetts,Norfolk,11,8,3,0,0,0,22,25021
Massachusetts,Middlesex,35,22,13,0,0,4,74,25017
Massachusetts,Hampshire,1,2,3,0,1,0,7,25015
Massachusetts,Hampden,9,1,1,1,0,0,12,25013
Massachusetts,Franklin,2,3,1,0,0,0,6,25011
Massachusetts,Essex,13,20,10,0,0,1,44,25009
Massachusetts,Dukes,4,0,1,0,0,0,5,25007
Massachusetts,Bristol,1,7,2,0,0,0,10,25005
Massachusetts,Berkshire,0,0,1,0,0,0,1,25003
Massachusetts,Barnstable,7,3,2,0,0,0,12,25001
Maryland,Baltimore,2,2,0,1,0,0,5,24510
Maryland,Prince George's,1,1,5,0,0,0,9,24033
Maryland,Montgomery,0,3,2,0,0,0,5,24031
Maryland,Harford,1,0,0,0,0,0,1,24025
Maryland,Carroll,2,0,0,0,0,0,2,24013
Maryland,Baltimore,2,2,0,1,0,0,5,24005
Maine,York,1,0,5,0,0,0,6,23031
Maine,Knox,1,0,0,0,0,0,1,23013
Maine,Kennebec,0,1,1,0,0,0,2,23011
Maine,Franklin,1,0,0,0,0,0,1,23007
Maine,Cumberland,4,1,1,0,0,0,6,23005
Maine,Androscoggin,2,0,0,0,0,0,2,23001
Louisiana,St. James,1,0,0,0,0,0,1,22093
Louisiana,Ouachita,0,2,0,0,0,0,2,22073
Louisiana,Orleans,6,3,3,0,0,0,12,22071
Louisiana,Madison,2,0,0,0,0,0,2,22065
Louisiana,Lafourche,1,2,0,1,0,0,4,22057
Louisiana,Evangeline,0,1,0,0,0,0,1,22039
Louisiana,East Baton Rouge,0,0,1,0,0,0,1,22033
Louisiana,Calcasieu,2,2,2,0,0,0,6,22019
Louisiana,Bossier,1,0,1,1,0,0,3,22015
Louisiana,Ascension,0,1,0,0,0,0,1,22005
Kentucky,Woodford,1,0,0,0,0,1,2,21239
Kentucky,Warren,4,1,2,0,0,0,7,21227
Kentucky,Todd,1,0,0,0,0,0,1,21219
Kentucky,Taylor,2,0,0,0,0,0,2,21217
Kentucky,Shelby,0,0,1,0,0,0,1,21211
Kentucky,Scott,3,0,0,0,0,0,3,21209
Kentucky,Russell,1,0,0,0,0,0,1,21207
Kentucky,Rowan,1,0,0,0,0,0,1,21205
Kentucky,Pulaski,1,0,0,0,0,0,1,21199
Kentucky,Powell,1,0,0,0,0,0,1,21197
Kentucky,Oldham,1,0,0,0,0,0,1,21185
Kentucky,Metcalfe,1,0,0,0,0,0,1,21169
Kentucky,Mason,2,0,0,0,0,0,2,21161
Kentucky,Marshall,1,0,0,0,0,0,1,21157
Kentucky,Madison,4,0,0,0,0,0,4,21151
Kentucky,McCracken,5,2,1,0,0,0,8,21145
Kentucky,Logan,0,0,1,0,0,0,1,21141
Kentucky,Larue,1,0,0,0,0,0,1,21123
Kentucky,Knox,1,1,0,0,0,0,2,21121
Kentucky,Kenton,10,0,0,0,0,0,10,21117
Kentucky,Jessamine,1,0,0,0,0,0,1,21113
Kentucky,Jefferson,12,4,4,0,1,2,23,21111
Kentucky,Hopkins,2,0,0,0,0,0,2,21107
Kentucky,Harrison,1,0,0,0,0,0,1,21097
Kentucky,Hardin,3,0,0,0,0,0,3,21093
Kentucky,Grayson,1,0,1,0,0,0,2,21085
Kentucky,Graves,1,0,0,0,0,0,1,21083
Kentucky,Grant,1,0,0,0,0,0,1,21081
Kentucky,Fulton,0,0,1,0,0,0,1,21075
Kentucky,Franklin,4,0,0,0,0,0,4,21073
Kentucky,Fayette,17,1,2,0,0,0,20,21067
Kentucky,Daviess,6,0,0,0,0,0,6,21059
Kentucky,Clark,0,0,0,0,0,1,1,21049
Kentucky,Christian,3,0,0,0,0,0,3,21047
Kentucky,Campbell,2,0,1,0,0,0,3,21037
Kentucky,Boyle,2,0,0,0,0,0,2,21021
Kentucky,Boyd,3,0,0,0,0,0,3,21019
Kentucky,Bourbon,0,0,1,0,0,0,1,21017
Kentucky,Boone,6,1,3,1,1,0,12,21015
Kentucky,Barren,1,0,0,0,0,0,1,21009
Kansas,Wyandotte,1,0,0,0,0,0,1,20209
Kansas,Thomas,1,0,0,0,0,0,1,20193
Kansas,Sherman,0,1,0,0,0,0,1,20181
Kansas,Shawnee,1,0,0,0,0,0,1,20177
Kansas,Sedgwick,2,6,2,0,0,0,10,20173
Kansas,Saline,7,0,0,0,0,2,9,20169
Kansas,Riley,0,0,1,0,0,0,1,20161
Kansas,Reno,2,0,0,0,0,0,2,20155
Kansas,Pottawatomie,0,1,0,0,0,0,1,20149
Kansas,Pawnee,1,0,0,0,0,0,1,20145
Kansas,Nemaha,0,1,1,0,0,0,2,20131
Kansas,Montgomery,0,2,1,0,0,0,3,20125
Kansas,Miami,1,0,0,0,0,0,1,20121
Kansas,Marion,1,0,0,1,0,0,2,20115
Kansas,McPherson,0,2,0,0,0,0,2,20113
Kansas,Leavenworth,3,2,0,0,0,0,5,20103
Kansas,Labette,0,3,0,0,0,0,3,20099
Kansas,Johnson,4,0,0,1,0,0,5,20091
Kansas,Jefferson,0,2,0,0,1,0,3,20087
Kansas,Ford,2,0,0,0,0,0,2,20057
Kansas,Finney,1,0,1,0,0,0,2,20055
Kansas,Ellis,1,0,0,0,0,0,1,20051
Kansas,Edwards,0,1,0,0,0,0,1,20047
Kansas,Douglas,2,0,0,0,0,0,2,20045
Kansas,Doniphan,0,1,0,0,0,0,1,20043
Kansas,Cowley,0,1,0,0,0,0,1,20035
Kansas,Cloud,1,0,1,0,0,0,2,20029
Kansas,Clay,0,0,0,1,0,0,1,20027
Kansas,Cherokee,1,0,0,0,0,0,1,20021
Kansas,Butler,1,0,0,0,0,0,1,20015
Kansas,Brown,1,1,0,0,0,0,2,20013
Kansas,Barton,1,1,0,0,0,0,2,20009
Kansas,Atchison,1,0,0,0,0,0,1,20005
Kansas,Anderson,1,0,0,0,0,0,1,20003
Iowa,Woodbury,0,0,1,0,0,0,1,19193
Iowa,Story,1,0,2,0,0,0,3,19169
Iowa,Scott,1,0,0,0,0,0,1,19163
Iowa,Polk,0,0,1,0,0,0,1,19153
Iowa,Johnson,2,0,0,0,0,0,2,19103
Iowa,Dubuque,1,0,0,0,0,0,1,19061
Iowa,Black Hawk,1,0,0,0,0,0,1,19013
Indiana,Vigo,4,0,2,0,0,0,6,18167
Indiana,Vanderburgh,1,0,0,0,0,0,1,18163
Indiana,Tippecanoe,6,2,2,0,0,0,10,18157
Indiana,St. Joseph,5,1,0,0,0,1,7,18141
Indiana,Porter,0,1,0,0,0,0,1,18127
Indiana,Monroe,1,0,0,0,0,0,1,18105
Indiana,Marion,13,6,4,0,0,1,24,18097
Indiana,Madison,1,0,0,0,0,0,1,18095
Indiana,Lake,7,1,1,0,0,0,9,18089
Indiana,Hendricks,3,0,1,0,0,0,4,18063
Indiana,Greene,1,1,0,0,0,0,2,18055
Indiana,Crawford,0,0,1,0,0,0,1,18025
Indiana,Clinton,1,0,0,0,0,0,1,18023
Indiana,Bartholomew,2,0,1,0,0,0,3,18005
Indiana,Allen,1,1,1,0,0,0,3,18003
Illinois,Winnebago,1,0,2,0,0,0,3,17201
Illinois,Will,0,0,3,0,0,0,3,17197
Illinois,Vermilion,1,0,0,0,0,0,1,17183
Illinois,Sangamon,3,0,0,0,0,0,3,17167
Illinois,St. Clair,1,0,0,0,0,0,1,17163
Illinois,Peoria,2,0,1,0,0,0,3,17143
Illinois,Livingston,1,0,0,0,0,0,1,17105
Illinois,Lake,1,0,0,0,0,0,1,17097
Illinois,Knox,0,1,0,0,0,0,1,17095
Illinois,Kane,2,1,0,0,0,0,3,17089
Illinois,Fulton,1,0,0,0,0,0,1,17057
Illinois,DuPage,0,1,0,0,0,0,1,17043
Illinois,DeKalb,1,1,0,0,0,0,2,17037
Illinois,Cook,22,6,11,0,0,6,45,17031
Idaho,Kootenai,4,0,1,0,0,0,5,16055
Idaho,Jerome,1,0,0,0,0,0,1,16053
Idaho,Idaho,0,1,0,0,0,0,1,16049
Idaho,Cassia,3,0,0,0,0,0,3,16031
Idaho,Bonneville,3,0,0,1,0,0,4,16019
Idaho,Bannock,1,0,1,0,0,0,2,16005
Idaho,Ada,6,0,2,0,0,0,8,16001
Hawaii,Honolulu,30,2,9,0,0,0,41,15003
Georgia,Whitfield,1,0,0,0,0,0,1,13313
Georgia,Walton,1,0,0,0,0,0,1,13297
Georgia,Tift,0,0,0,0,0,1,1,13277
Georgia,Tattnall,0,0,1,0,0,0,1,13267
Georgia,Spalding,3,0,0,0,0,0,3,13255
Georgia,Pierce,1,0,0,0,1,0,2,13229
Georgia,Peach,4,0,0,0,0,0,4,13225
Georgia,Paulding,1,0,0,0,0,0,1,13223
Georgia,Newton,0,0,0,0,0,1,1,13217
Georgia,Muscogee,1,1,0,0,0,0,2,13215
Georgia,Murray,0,1,0,0,0,0,1,13213
Georgia,Montgomery,1,0,0,0,0,0,1,13209
Georgia,Meriwether,2,0,0,0,0,0,2,13199
Georgia,Lee,0,0,0,0,1,0,1,13177
Georgia,Houston,7,0,0,0,0,0,7,13153
Georgia,Haralson,1,0,0,0,0,0,1,13143
Georgia,Hancock,4,0,0,0,0,0,4,13141
Georgia,Hall,1,0,0,1,0,0,2,13139
Georgia,Gwinnett,3,0,0,0,0,0,3,13135
Georgia,Fulton,11,3,0,1,0,0,15,13121
Georgia,Forsyth,2,0,0,0,0,0,2,13117
Georgia,Fayette,1,0,0,0,1,0,2,13113
Georgia,Fannin,1,0,0,0,0,0,1,13111
Georgia,Douglas,3,0,0,0,0,1,4,13097
Georgia,Dougherty,1,0,0,0,0,0,1,13095
Georgia,DeKalb,4,0,2,0,0,0,6,13089
Georgia,Decatur,1,0,0,0,0,0,1,13087
Georgia,Coweta,1,0,1,0,0,0,2,13077
Georgia,Cobb,17,2,2,0,0,0,21,13067
Georgia,Cherokee,0,1,0,0,0,0,1,13057
Georgia,Chatham,1,0,0,0,0,0,1,13051
Georgia,Bartow,1,1,0,0,0,0,2,13015
Georgia,Banks,0,0,0,1,0,0,1,13011
Georgia,Baldwin,4,0,0,0,0,0,4,13009
Florida,Volusia,2,0,0,0,0,0,2,12127
Florida,Sumter,1,0,1,0,0,0,2,12119
Florida,Sarasota,3,0,0,0,0,0,3,12115
Florida,Santa Rosa,0,0,1,0,0,0,1,12113
Florida,St. Lucie,1,1,1,0,0,0,3,12111
Florida,St. Johns,1,1,0,0,0,0,2,12109
Florida,Pinellas,2,0,0,0,0,0,2,12103
Florida,Pasco,2,0,1,0,0,0,3,12101
Florida,Palm Beach,3,2,0,0,0,0,5,12099
Florida,Osceola,1,0,1,0,0,0,2,12097
Florida,Orange,4,2,3,0,0,0,9,12095
Florida,Miami-Dade,4,26,8,0,0,0,38,12086
Florida,Marion,1,0,1,0,0,0,2,12083
Florida,Madison,5,0,0,0,0,0,5,12079
Florida,Lee,2,0,1,0,0,0,3,12071
Florida,Lake,2,0,0,0,0,0,2,12069
Florida,Hillsborough,2,2,0,0,0,1,5,12057
Florida,Duval,5,0,0,0,0,0,5,12031
Florida,Broward,6,2,6,0,0,0,14,12011
Florida,Brevard,0,1,1,0,0,0,2,12009
Florida,Bay,1,0,0,0,0,0,1,12005
Florida,Alachua,2,1,2,0,0,0,5,12001
District of Columbia,District of Columbia,120,12,66,1,2,27,228,11001
Delaware,Sussex,4,1,1,0,0,0,6,10005
Delaware,New Castle,6,2,3,0,0,1,12,10003
Delaware,Kent,0,1,3,0,0,0,4,10001
Connecticut,Western Connecticut,7,3,2,0,0,0,12,9190
Connecticut,Southeastern Connecticut,1,0,2,0,0,0,3,9180
Connecticut,South Central Connecticut,6,3,2,0,0,0,11,9170
Connecticut,Northwest Hills,1,0,0,0,1,0,2,9160
Connecticut,Naugatuck Valley,2,0,0,0,0,0,2,9140
Connecticut,Lower Connecticut River Valley,1,0,0,0,0,0,1,9130
Connecticut,Greater Bridgeport,1,1,1,0,0,0,3,9120
Connecticut,Capitol,2,2,0,0,0,0,4,9110
Colorado,Weld,3,0,2,0,0,0,5,8123
Colorado,Summit,2,0,1,0,0,0,3,8117
Colorado,San Miguel,1,0,0,0,0,0,1,8113
Colorado,Pueblo,1,1,0,0,0,0,2,8101
Colorado,Park,0,1,1,0,0,0,2,8093
Colorado,Mesa,2,1,2,0,0,0,5,8077
Colorado,Logan,1,0,0,0,0,0,1,8075
Colorado,Larimer,8,4,1,0,0,1,14,8069
Colorado,La Plata,2,1,0,0,0,0,3,8067
Colorado,Jefferson,2,0,0,1,0,0,3,8059
Colorado,Huerfano,2,0,1,0,0,0,3,8055
Colorado,Garfield,9,0,0,0,0,2,11,8045
Colorado,Fremont,2,1,1,0,0,0,4,8043
Colorado,El Paso,6,3,4,0,0,0,13,8041
Colorado,Douglas,6,3,0,2,0,0,11,8035
Colorado,Denver,40,16,27,2,0,3,88,8031
Colorado,Custer,1,0,0,0,0,0,1,8027
Colorado,Broomfield,1,0,0,0,0,0,1,8014
Colorado,Boulder,6,1,4,1,0,0,12,8013
Colorado,Bent,0,1,0,0,0,0,1,8011
Colorado,Arapahoe,5,2,1,0,0,0,8,8005
Colorado,Adams,10,2,3,1,0,0,16,8001
California,Yuba,0,1,0,0,0,0,1,6115
California,Yolo,4,1,0,0,0,0,5,6113
California,Ventura,4,1,2,0,0,0,7,6111
California,Tuolumne,0,0,1,0,0,0,1,6109
California,Tulare,1,0,0,0,0,0,1,6107
California,Tehama,2,0,0,0,0,0,2,6103
California,Sutter,0,0,0,0,0,1,1,6101
California,Stanislaus,5,1,1,0,0,0,7,6099
California,Sonoma,7,0,3,0,1,0,11,6097
California,Solano,6,0,1,0,0,0,7,6095
California,Shasta,1,0,0,0,0,0,1,6089
California,Santa Cruz,7,1,2,0,0,0,10,6087
California,Santa Clara,21,14,12,1,0,2,50,6085
California,Santa Barbara,0,1,0,0,0,0,1,6083
California,San Mateo,13,0,2,0,0,2,17,6081
California,San Luis Obispo,7,3,2,0,0,1,13,6079
California,San Joaquin,1,3,1,0,0,0,5,6077
California,San Francisco,36,5,22,0,0,2,65,6075
California,San Diego,50,26,22,2,1,3,104,6073
California,San Bernardino,13,1,11,0,0,0,25,6071
California,Sacramento,7,3,5,1,0,4,20,6067
California,Riverside,21,4,11,0,0,0,36,6065
California,Placer,5,0,0,1,0,0,6,6061
California,Orange,34,20,15,1,1,1,72,6059
California,Nevada,1,0,0,0,0,0,1,6057
California,Napa,1,0,1,0,0,0,2,6055
California,Monterey,4,1,2,0,0,0,7,6053
California,Merced,1,0,0,0,0,0,1,6047
California,Mendocino,1,1,0,0,0,0,2,6045
California,Marin,9,2,1,0,0,0,12,6041
California,Los Angeles,192,99,94,2,3,15,405,6037
California,Lake,2,1,0,0,0,0,3,6033
California,Kern,3,1,2,1,0,0,7,6029
California,Imperial,0,1,0,0,0,0,1,6025
California,Humboldt,8,1,1,0,0,0,10,6023
California,Glenn,0,0,1,0,0,0,1,6021
California,Fresno,9,2,3,0,0,2,16,6019
California,El Dorado,0,1,0,0,0,0,1,6017
California,Contra Costa,17,9,7,1,0,0,34,6013
California,Butte,5,0,0,0,0,0,5,6007
California,Alameda,27,7,10,0,0,0,44,6001
Arkansas,White,1,0,0,0,0,0,1,5145
Arkansas,Sebastian,4,0,0,0,0,0,4,5131
Arkansas,Saline,1,0,0,0,0,0,1,5125
Arkansas,Pope,0,0,1,0,0,0,1,5115
Arkansas,Logan,1,0,0,0,0,0,1,5083
Arkansas,Faulkner,1,0,0,0,0,0,1,5045
Arizona,Yuma,3,0,0,2,0,0,5,4027
Arizona,Pinal,7,1,1,1,0,0,10,4021
Arizona,Pima,6,10,4,0,0,0,20,4019
Arizona,Maricopa,126,24,25,0,2,3,180,4013
Arizona,Coconino,1,1,0,0,0,0,2,4005
Alaska,Northwest Arctic,1,0,0,0,0,0,1,2188
Alaska,Kenai Peninsula,0,0,2,0,0,0,2,2122
Alaska,Fairbanks North Star,2,0,0,0,0,0,2,2090
Alaska,Anchorage,5,2,3,0,0,0,10,2020
Alabama,Mobile,3,0,1,0,0,0,4,1097
Alabama,Jefferson,0,1,1,0,0,0,2,1073
Connecticut,Fairfield,2,1,0,0,0,0,3,9001
Connecticut,Hartford,13,1,3,0,0,0,17,9003
Connecticut,Litchfield,2,0,0,0,0,0,2,9005
Connecticut,Middlesex,2,0,0,0,0,0,2,9007
Connecticut,New Haven,5,3,1,0,0,0,9,9009
Connecticut,New London,1,0,0,0,0,0,1,9011
Connecticut,Tolland,1,0,0,0,0,0,1,9013
Indiana,La Porte,1,0,0,0,0,0,1,18091
Rhode Island,Bristol,1,0,0,0,0,0,1,44001
Texas,Matagorda,1,0,0,0,0,0,1,48039
Virginia,Harrisonburg City,0,1,1,0,0,0,2,51660
Virginia,James City,1,0,0,0,0,0,1,51095
West Virginia,Harrison,0,1,0,0,0,0,1,54033
West Virginia,Lincoln,0,0,0,0,0,1,1,54011
